,Dealer_Code,Oct_2324_sales,Nov_2324_sales,Dec_2324_sales,Jan_2324_sales,Feb_2324_sales,Mar_2324_sales,Apr_2425_sales,May_2425_sales,Jun_2425_sales,Jul_2425_sales,Aug_2425_sales,Sep_2425_sales,Apr_2425_Target,May_2425_Target,Jun_2425_Target,Jul_2425_Target,Aug_2425_Target,Sep_2425_Target,Sales_Pattern_Overall,Target_Pattern_Overall,Achieved_Type,Predicted_Target,Category_Overall,Dealer_Name,dealer_district,dealer_taluka,dealer_type,population,taluka_population,market_potential,MarketSizePer1000,AVG_SALES,sales_by_counter_3M,counter_market_ratio,NORM_counter_market_ratio,NORM_sales_by_counter_3M,AVG_SALES-N,MarketSizePer1000_N,Code,Dealer Name,CS,AP,MP,Status,MPA,SOB,AP_normalized,Score,Tier,Incentive_per_Ton_linear,Incentive_per_Ton_exponential,Final_Incentive,Perfomance_Bonus,Predicted_Incentive
239,SIPA487,14.0,31.0,26.0,14.0,14.0,24.0,19,25.0,1.0,22.0,20.0,1.0,20,25,20,20,15,15,LHLHHL,NANAAN,Moderate Achievement,26,Fluctuating Performer,Sri Lakshmi Venkateswara Traders,Cuddapah,Mydukur,Non-Exclusive,4111686.0,105862.0,160.0,0.0389134773423846,16.0,0.013333333333333334,0.21875,0.00024268527506862039,0.0009186788787121842,0.06666666666666667,9.698156251667264e-08,SIPA487,Sri Lakshmi Venkateswara Traders,51.0,14,120.0,Non-Exclusive,42.5,27.450980392156865,6.103286384976526,17.65216790941729,Tier 3,1667.0,1323.0,1323.0,0.0,34400.0
240,SIPA488,1.6666666666666667,1.0,1.0,2.5,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,6,6,6,6,10,10,HLLLLL,ANNNNN,Low Achievement,0,Consistently Weak Performer,Lakshmi Venkateswara Traders,Guntur,Cherukupalli,Non-Exclusive,6629265.0,60385.0,100.0,0.015084628537251113,1.1111111111111112,0.037037037037037035,0.01,1.074074471879434e-05,0.0025724447733884307,0.0004938271604938271,3.740944048584034e-08,SIPA488,Lakshmi Venkateswara Traders,26.6,1,100.0,Non-Exclusive,26.6,3.7593984962406015,0.0,6.071879699248121,Tier 6,,,,,
241,SIPA489,19.0,13.0,27.0,12.0,15.0,13.0,20,20.0,20.0,20.0,20.0,20.0,15,20,20,20,10,10,HHHHHH,AAAAAA,High Achievement,26,Consistently Strong Performer,Rajyalakshmi Agencies,Guntur,Mangalagiri,Non-Exclusive,6629265.0,86690.0,300.0,0.04525388561175334,17.5,0.6896551724137931,0.0033333333333333335,3.3333345679016916e-06,0.048104469136511396,0.07333333333333333,1.1283258319488358e-07,SIPA489,Rajyalakshmi Agencies,30.7,20,300.0,Non-Exclusive,10.233333333333333,65.14657980456026,8.92018779342723,20.428095303635057,Tier 3,1667.0,1323.0,1323.0,0.0,34400.0
242,SIPA490,19.0,14.0,1.0,20.0,1.0,25.0,1,20.0,1.0,19.0,20.0,1.0,15,20,20,25,15,15,LHLHHL,NANNAN,Low Achievement,23,Fluctuating Performer,Ananda Traders,Chittoor,Chittoor,Non-Exclusive,6588204.0,59060.0,650.0,0.09866118292633319,13.333333333333334,0.008,0.0015384615384615385,1.3390318349690557e-06,0.0005465815524100286,0.054814814814814816,2.463508265216732e-07,SIPA490,Ananda Traders,132.8,10,650.0,Non-Exclusive,20.430769230769233,7.53012048192771,4.225352112676056,8.127389210145022,Tier 6,,,,,
243,SIPA491,2.6666666666666665,3.0,1.0,4.166666666666667,3.0,4.0,11,5.0,4.0,3.0,2.0,6.0,5,10,10,10,10,10,HHLLLH,ANNNNN,Low Achievement,13,Declining Performer,Parvathi Parameswara Agencies,Krishna,Hanuman Jn,Non-Exclusive,6097627.0,100145.0,150.0,0.02459973363408421,4.111111111111112,0.05309734513274336,0.006666666666666667,7.037039643348016e-06,0.0036929443425136534,0.013827160493827161,6.11972032351101e-08,SIPA491,Parvathi Parameswara Agencies,114.4,5,150.0,Non-Exclusive,76.26666666666667,4.370629370629371,1.8779342723004695,17.254219770839487,Tier 4,1500.0,1110.0,1110.0,0.0,14430.0
244,SIPA496,2.6666666666666665,1.0,1.0,3.5,1.0,4.5,13,1.0,12.0,1.0,18.0,17.0,5,10,12,12,12,12,HLHLHH,ANANAA,Moderate Achievement,18,Consistently Strong Performer,Jai Shankar Steel ,Nellore,Kavali,Non-Exclusive,4538626.0,67997.0,250.0,0.055082749713239204,6.361111111111112,0.2982456140350877,0.004,4.074075582990957e-06,0.02079650973116944,0.023827160493827163,1.3740474345602224e-07,SIPA496,Jai Shankar Steel & Cement,56.0,10,250.0,Non-Exclusive,22.400000000000002,17.857142857142858,4.225352112676056,10.586639839034206,Tier 5,1333.0,952.0,952.0,0.0,17140.0
245,SIPA497,2.5,1.0,1.0,1.0,1.0,1.0,10,1.0,1.0,5.0,1.0,1.0,10,10,10,12,10,10,HLLHLL,ANNNNN,Low Achievement,12,Consistently Weak Performer,Sri Srinivasa Steels,Vizianagaram,S Kota,Non-Exclusive,3662958.0,1.0,100.0,0.027300340326042505,1.25,0.019230769230769232,0.01,1.074074471879434e-05,0.0013301326529886063,0.0011111111111111113,6.794871996704568e-08,SIPA497,Sri Srinivasa Steels,46.1,2,100.0,Non-Exclusive,46.1,4.3383947939262475,0.4694835680751174,10.36936909963032,Tier 5,1333.0,952.0,952.0,0.0,11420.0
246,SIPA498,1.6666666666666667,1.0,1.0,1.0,1.0,1.0,1,11.0,1.0,1.0,13.0,12.0,10,10,10,12,10,10,LHLLHH,NANNAA,Moderate Achievement,14,Fluctuating Performer,Sri Lakshmi Ganapathi Steels,West Godavari,Koyyalagudem,Non-Exclusive,6422436.0,75694.0,300.0,0.046711247881644914,4.611111111111111,0.11764705882352941,0.0033333333333333335,3.3333345679016916e-06,0.008196464819621992,0.01604938271604938,1.164759888707133e-07,SIPA498,Sri Lakshmi Ganapathi Steels,103.0,6,300.0,Non-Exclusive,34.333333333333336,5.825242718446602,2.3474178403755865,9.440165914581339,Tier 6,,,,,
247,SIPA499,1.0,13.0,12.0,1.0,14.0,21.0,30,19.0,18.0,15.0,23.0,37.0,15,12,12,15,10,10,HHHLHH,AAAAAA,High Achievement,32,Consistently Strong Performer,Sri Guru Narasimha Traders,Cuddapah,Porumamilla,Non-Exclusive,4111686.0,74138.0,150.0,0.036481385008485565,18.166666666666668,12.333333333333334,0.006666666666666667,7.037039643348016e-06,0.8604635026366916,0.0762962962962963,9.090133168008803e-08,SIPA499,Sri Guru Narasimha Traders,21.6,24,150.0,Non-Exclusive,14.400000000000002,100.0,10.7981220657277,29.358873239436623,Tier 1,2000.0,2000.0,2000.0,0.0,64000.0
248,SIPA500,1.0,1.8333333333333333,1.0,1.0,2.8333333333333335,1.0,4,1.0,3.3333333333333335,1.0,1.0,1.0,5,5,5,5,10,10,HLHLLL,NNNNNN,No Achievement,0,Consistently Weak Performer,Basheer Traders,Chittoor,Baireddipalli,Non-Exclusive,6588204.0,63763.0,40.0,0.006071457410851273,1.527777777777778,0.3333333333333333,0.025,2.7407417558302798e-05,0.023244518456841515,0.00234567901234568,1.4876512663032847e-08,SIPA500,Basheer Traders,16.8,1,40.0,Non-Exclusive,42.00000000000001,5.952380952380952,0.0,9.590476190476192,Tier 6,,,,,
249,SIPA502,1.0,5.0,5.0,7.0,1.0,6.0,7,5.0,5.0,6.0,12.0,14.0,5,6,6,6,12,12,HLLHHH,ANNAAA,Moderate Achievement,15,Consistently Strong Performer,Vijaya Hardwares And Paints,Chittoor,Chandragiri,Non-Exclusive,6588204.0,77585.0,50.0,0.007589321763564092,6.0,4.666666666666667,0.02,2.1851859945133313e-05,0.32557359607734293,0.02222222222222222,1.867117354596138e-08,SIPA502,Vijaya Hardwares And Paints,31.3,8,50.0,Non-Exclusive,62.6,25.559105431309902,3.286384976525822,19.603652072177475,Tier 3,1667.0,1323.0,1323.0,0.0,19840.0
250,SIPA503,1.0,7.0,8.0,6.0,8.0,1.0,8,8.0,1.0,7.0,1.0,1.0,5,6,6,6,10,10,HHLHLL,AANANN,Moderate Achievement,0,Fluctuating Performer,Madeena Hardwares,Chittoor,Thamballapalle,Non-Exclusive,6588204.0,48330.0,50.0,0.007589321763564092,3.1666666666666665,0.3333333333333333,0.02,2.1851859945133313e-05,0.023244518456841515,0.00962962962962963,1.867117354596138e-08,SIPA503,Madeena Hardwares,16.1,4,50.0,Non-Exclusive,32.2,24.844720496894407,1.4084507042253522,12.254014521914094,Tier 5,1333.0,952.0,952.0,0.0,0.0
251,SIPA504,1.0,4.0,6.833333333333333,1.0,1.0,8.333333333333334,1,15.0,1.0,10.0,12.0,1.0,10,10,12,12,10,10,LHLHHL,NANNAN,Low Achievement,14,Fluctuating Performer,Sri Lakshmi Prasanna Enterprises,Guntur,Nekarikallu,Non-Exclusive,6629265.0,74127.0,50.0,0.007542314268625556,5.055555555555556,0.3333333333333333,0.02,2.1851859945133313e-05,0.023244518456841515,0.018024691358024692,1.8553654808579535e-08,SIPA504,Sri Lakshmi Prasanna Enterprises,40.8,6,50.0,Non-Exclusive,81.6,14.705882352941178,2.3474178403755865,20.669627174813588,Tier 3,1667.0,1323.0,1323.0,0.0,18520.0
252,SIPA507,1.0,1.6666666666666667,1.0,2.1666666666666665,1.0,2.6666666666666665,5,5.0,5.0,1.0,1.0,5.333333333333333,5,5,5,5,10,10,HHHLLH,AAANNN,Moderate Achievement,0,Emerging Performer,Kiran Traders,Kurnool,Nandikotkur,Non-Exclusive,6203936.0,83748.0,140.0,0.02256631918833463,3.444444444444444,5.0,0.007142857142857143,7.566140368411776e-06,0.34882967897122763,0.010864197530864195,5.611366711920026e-08,SIPA507,Kiran Traders,21.2,5,140.0,Non-Exclusive,15.14285714285714,23.58490566037736,1.8779342723004695,8.872313124027182,Tier 6,,,,,
253,SIPA508,1.0,1.1666666666666667,2.0,1.0,3.6666666666666665,1.0,4,1.0,6.0,6.0,11.0,11.0,5,5,5,5,12,12,HLHHHH,NNAANN,Low Achievement,13,Emerging Performer,Sri Vinayaka Agencies,Chittoor,Yerpedu,Non-Exclusive,6588204.0,59588.0,40.0,0.006071457410851273,3.5277777777777772,3.6666666666666665,0.025,2.7407417558302798e-05,0.2558053473956887,0.011234567901234564,1.4876512663032847e-08,SIPA508,Sri Vinayaka Agencies,11.6,6,40.0,Non-Exclusive,28.999999999999996,51.724137931034484,2.3474178403755865,17.55327829043225,Tier 3,1667.0,1323.0,1323.0,0.0,17200.0
254,SIPA512,1.0,1.0,2.1666666666666665,1.0,1.0,3.0,1,2.5,3.3333333333333335,1.0,1.0,1.0,5,5,5,5,12,12,LHHLLL,NNNNNN,No Achievement,0,Consistently Weak Performer,Sai Traders,Chittoor,Kothapallimitta,Non-Exclusive,6588204.0,1.0,100.0,0.015178643527128183,1.9722222222222223,0.3333333333333333,0.01,1.074074471879434e-05,0.023244518456841515,0.004320987654320987,3.764447796060403e-08,SIPA512,Sai Traders,145.8,2,100.0,Non-Exclusive,100.0,1.3717421124828533,0.4694835680751174,20.55603856334164,Tier 3,1667.0,1323.0,1323.0,0.0,0.0
255,SIPA514,1.0,1.0,2.5,1.0,1.0,4.0,13,1.0,1.0,1.0,11.0,1.0,5,5,5,5,10,10,HLLLHL,ANNNAN,Low Achievement,14,Consistently Weak Performer,L R K Enterprises,Anantapur,Anantapur,Non-Exclusive,6321948.0,127019.0,2500.0,0.3954477322496167,1.5,0.3333333333333333,0.0004,7.407410150892654e-08,0.023244518456841515,0.002222222222222222,9.88317200054053e-07,SIPA514,L R K Enterprises,31.5,4,2500.0,Non-Exclusive,1.26,12.698412698412698,1.4084507042253522,3.636752962217751,Tier 6,,,,,
256,SIPA515,1.0,1.0,15.0,15.0,25.0,16.0,17,21.0,1.0,21.0,12.0,13.0,12,20,24,24,10,10,HHLHLL,AANNAA,Moderate Achievement,18,Target-Oriented Performer,Vijayalakshmi Iron Stores,Krishna,Gudivada,Non-Exclusive,6097627.0,49571.0,400.0,0.06559928969089122,8.833333333333334,4.333333333333333,0.0025,2.407408299040111e-06,0.3023175131834582,0.03481481481481482,1.6369609340809571e-07,SIPA515,Vijayalakshmi Iron Stores,100.0,14,400.0,Non-Exclusive,25.0,14.000000000000002,6.103286384976526,11.461971830985917,Tier 5,1333.0,952.0,952.0,0.0,17140.0
257,SIPA516,1.0,1.0,2.8333333333333335,1.0,5.333333333333333,7.333333333333333,15,11.0,12.0,1.0,12.0,12.0,8,10,12,12,10,10,HHHLHH,AAANAA,High Achievement,15,Consistently Strong Performer,Sai Rama Steel Corporation,Guntur,Pedanandipadu,Non-Exclusive,6629265.0,48070.0,70.0,0.010559239976075779,7.388888888888888,4.0,0.014285714285714285,1.5502651244368184e-05,0.2790614302895735,0.02839506172839506,2.609596907948386e-08,SIPA516,Sai Rama Steel Corporation,30.3,10,70.0,Non-Exclusive,43.28571428571429,33.003300330033,4.225352112676056,17.79301419075509,Tier 3,1667.0,1323.0,1323.0,0.0,19840.0
258,SIPA518,1.0,1.0,2.8333333333333335,1.0,4.5,5.333333333333333,21,1.0,1.0,7.0,1.0,8.0,10,7,7,7,10,10,HLLHLH,ANNANN,Low Achievement,24,Fluctuating Performer,Sri Kanakadurga Steel Traders,Prakasam,Kondepi,Non-Exclusive,5954328.0,1.0,60.0,0.010076703869857354,2.888888888888889,2.6666666666666665,0.016666666666666666,1.8148154869686987e-05,0.18603709871403457,0.008395061728395062,2.4889628813573323e-08,SIPA518,Sri Kanakadurga Steel Traders,27.8,6,60.0,Non-Exclusive,46.33333333333333,21.58273381294964,2.3474178403755865,14.991664133481947,Tier 4,1500.0,1110.0,1110.0,0.0,26640.0
259,SIPA519,1.0,1.0,1.6666666666666667,1.0,2.3333333333333335,2.6666666666666665,10,5.0,1.0,1.0,5.0,1.0,5,5,5,5,10,10,HHLLHL,AANNNN,Low Achievement,12,Fluctuating Performer,Padmaja Enterprises,Krishna,Vuyyuru,Non-Exclusive,6097627.0,123193.0,200.0,0.03279964484544561,1.9444444444444444,0.3333333333333333,0.005,5.185187105624854e-06,0.023244518456841515,0.00419753086419753,8.169698126970722e-08,SIPA519,Padmaja Enterprises,81.0,3,200.0,Non-Exclusive,40.5,3.7037037037037033,0.9389671361502347,9.40412102243088,Tier 6,,,,,
260,SIPA520,1.0,1.0,1.0,1.0,1.0,1.0,16,13.0,14.0,1.0,6.0,1.0,20,15,10,12,10,10,HHHLLL,NNANNN,Low Achievement,17,Declining Performer,Vamsadhara Steel Profiles,Srikakulam,Srikakulam,Non-Exclusive,4798722.0,94393.0,2500.0,0.520972042139553,5.166666666666667,0.3333333333333333,0.0004,7.407410150892654e-08,0.023244518456841515,0.018518518518518517,1.3021279748737054e-06,SIPA520,Vamsadhara Steel Profiles,56.5,8,2500.0,Non-Exclusive,2.26,14.15929203539823,3.286384976525822,5.255689392995139,Tier 6,,,,,
261,SIPA521,1.0,1.0,1.0,2.3333333333333335,1.0,3.1666666666666665,1,5.0,6.0,8.0,10.0,9.0,5,6,6,6,10,10,LHHHHH,NNAAAN,Moderate Achievement,12,Emerging Performer,Bhagavan Traders,Chittoor,Ramasamudram,Non-Exclusive,6588204.0,57712.0,50.0,0.007589321763564092,4.194444444444444,3.0,0.02,2.1851859945133313e-05,0.20929318160791932,0.014197530864197526,1.867117354596138e-08,SIPA521,Bhagavan Traders,16.3,6,50.0,Non-Exclusive,32.6,36.809815950920246,2.3474178403755865,15.2904138944094,Tier 4,1500.0,1110.0,1110.0,0.0,13320.0
262,SIPA522,1.0,1.0,1.0,1.0,1.0,1.0,1,12.0,1.0,13.0,27.0,28.0,20,12,20,12,20,20,HHLHHH,NANAAA,Moderate Achievement,27,Consistently Strong Performer,Sri Srinivasa Trading,East Godavari,Rajahmundry,Non-Exclusive,8274560.0,1.0,2000.0,0.2417046948719932,7.333333333333333,9.333333333333334,0.0005,1.851852537723163e-07,0.6511587565917291,0.028148148148148144,6.039596064938679e-07,SIPA522,Sri Srinivasa Trading,55.9,13,2000.0,Non-Exclusive,2.795,23.25581395348837,5.633802816901409,8.59044448083852,Tier 6,,,,,
263,SIPA523,1.0,1.0,1.0,1.0,1.0,1.0,1,12.0,10.0,5.0,16.0,21.0,12,12,10,12,10,10,HHHHHH,NAANAA,Moderate Achievement,18,Consistently Strong Performer,Sri Lakshmi Durga Agencies,West Godavari,Eluru,Non-Exclusive,6422436.0,115625.0,400.0,0.062281663842193205,7.666666666666667,7.0,0.0025,2.407408299040111e-06,0.488366176334536,0.02962962962962963,1.554020287838448e-07,SIPA523,Sri Lakshmi Durga Agencies,108.4,11,400.0,Non-Exclusive,27.1,10.14760147601476,4.694835680751173,10.266421703653657,Tier 5,1333.0,952.0,952.0,0.0,17140.0
264,SIPA524,1.0,1.0,1.0,1.6666666666666667,1.0,1.0,5,5.0,1.0,1.0,10.0,10.0,5,5,5,5,10,10,HHLLHH,AANNAA,Moderate Achievement,12,Consistently Strong Performer,Yamani Steel And Cements,Anantapur,Kadiri,Non-Exclusive,6321948.0,35944.0,180.0,0.028472236721972407,3.1666666666666665,3.3333333333333335,0.005555555555555556,5.802471284865908e-06,0.23254926450180405,0.00962962962962963,7.087846095775561e-08,SIPA524,Yamani Steel And Cements,62.3,5,180.0,Non-Exclusive,34.61111111111111,8.025682182985554,1.8779342723004695,9.654119222199615,Tier 6,,,,,
265,SIPA525,1.0,1.0,1.0,1.0,4.5,6.0,1,20.0,1.0,19.0,12.0,20.0,12,12,20,20,12,12,LHLHHH,NANNAA,Moderate Achievement,20,Emerging Performer,Heman Steels,Nellore,Gudur,Non-Exclusive,4538626.0,55705.0,180.0,0.03965957979353223,8.166666666666666,6.666666666666667,0.005555555555555556,5.802471284865908e-06,0.4651100934406513,0.031851851851851846,9.884681864510528e-08,SIPA525,Heman Steels,41.5,12,100.0,Non-Exclusive,41.5,28.915662650602407,5.164319248826291,17.18172407941626,Tier 4,1500.0,1110.0,1110.0,0.0,22200.0
266,SIPA536,1.0,1.0,1.0,1.0,2.8333333333333335,1.0,12,1.0,1.0,1.0,12.0,12.0,6,6,6,6,10,10,HLLLHH,ANNNAA,Moderate Achievement,14,Declining Performer,Sri Sai Raghavendra Agencies,Prakasam,Donakonda,Non-Exclusive,5954328.0,50176.0,80.0,0.013435605159809806,2.8333333333333335,4.0,0.0125,1.3518523525379083e-05,0.2790614302895735,0.008148148148148147,3.328688204099152e-08,SIPA536,Sri Sai Raghavendra Agencies,11.6,6,80.0,Non-Exclusive,14.499999999999998,51.724137931034484,2.3474178403755865,14.65327829043225,Tier 4,1500.0,1110.0,1110.0,0.0,15540.0
267,SIPA537,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.3333333333333335,3.0,1.0,1.0,12,10,10,5,10,10,HHHHLL,NNNNNN,No Achievement,0,Emerging Performer,Varalakshmi Traders,East Godavari,Kothapeta,Non-Exclusive,8274560.0,102398.0,150.0,0.01812785211539949,1.2222222222222223,0.3333333333333333,0.006666666666666667,7.037039643348016e-06,0.023244518456841515,0.000987654320987655,4.501749943350991e-08,SIPA537,Varalakshmi Traders,56.5,2,150.0,Non-Exclusive,37.666666666666664,3.5398230088495577,0.4694835680751174,8.522988075948314,Tier 6,,,,,
268,SIPA538,1.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,6.0,7.0,1.0,5,5,5,5,10,10,LLLHHL,NNNANN,Low Achievement,0,Consistently Weak Performer,Siva Enterprises,Anantapur,Muddigubba,Non-Exclusive,6321948.0,1.0,35.0,0.005536268251494635,1.1666666666666667,0.3333333333333333,0.02857142857142857,3.1375672996281e-05,0.023244518456841515,0.0007407407407407415,1.3538539764237007e-08,SIPA538,Siva Enterprises,10.0,2,35.0,Non-Exclusive,28.57142857142857,20.0,0.4694835680751174,9.995975855130785,Tier 5,1333.0,952.0,952.0,0.0,0.0
269,SIPA539,1.0,1.0,1.0,1.0,1.0,2.6666666666666665,14,1.0,1.0,1.0,1.0,1.0,12,12,12,12,1,10,HLLLLL,ANNNAN,Low Achievement,16,Consistently Weak Performer,Nagaraju Enterprises,Cuddapah,Yerraguntla,Non-Exclusive,4111686.0,77072.0,70.0,0.017024646337293264,1.2777777777777777,0.3333333333333333,0.014285714285714285,1.5502651244368184e-05,0.023244518456841515,0.0012345679012345677,4.2259484987411066e-08,SIPA539,Nagaraju Enterprises,20.0,2,70.0,Non-Exclusive,28.57142857142857,10.0,0.4694835680751174,7.9959758551307845,Tier 6,,,,,
270,SIPT001,22.0,32.0,1.0,26.0,25.0,29.0,52,42.0,51.0,40.0,35.0,30.0,35,40,50,40,45,45,HHHHLL,AAAANN,Moderate Achievement,40,Consistently Strong Performer,Meghraj Omprakash,Adilabad,Adilabad,Non-Exclusive,708972.0,157910.0,1000.0,1.410492939072347,34.333333333333336,0.03436838294064494,0.413,0.0004585186883402549,0.0023862574507460318,0.14814814814814817,3.5259302178775704e-06,SIPT001,Meghraj Omprakash,510.3,42,1000.0,Non-Exclusive,51.03,8.23045267489712,19.248826291079812,23.401386309627313,Tier 2,1833.0,1611.0,1611.0,0.0,64440.0
271,SIPT008,101.0,57.0,93.0,47.0,44.0,97.0,112,67.0,73.0,74.0,87.0,85.0,80,100,100,100,100,100,HLLHHH,ANNNNN,Low Achievement,86,Emerging Performer,Raj Trading Co.,Mancherial,Mancherial,Exclusive,807037.0,86911.0,800.0,0.9912804493474278,80.0,0.10426852259206228,0.435,0.0004829631418382006,0.007263067776828472,0.35111111111111115,2.4778989932486297e-06,SIPT008,Raj Trading Co.,401.7,83,800.0,Exclusive,50.21249999999999,20.6621857107294,38.497652582159624,37.273528691441655,Tier 1,2000.0,2000.0,2000.0,0.0,172000.0
272,SIPT010,46.0,25.0,50.0,1.0,25.0,39.0,51,68.0,42.0,48.0,42.0,20.0,35,40,50,40,40,40,HHHHLL,AANAAN,Moderate Achievement,42,Consistently Strong Performer,Sri Laxmi Narasimhaswamy Iron And Steel,Nirmal,Nirmal,Non-Exclusive,709418.0,32034.0,800.0,1.127684947379401,40.0,0.1032067096014831,0.09375,0.00010379633473938323,0.007188986944048332,0.17333333333333334,2.818910238431593e-06,SIPT010,Sri Laxmi Narasimhaswamy Iron And Steel,75.1,45,800.0,Non-Exclusive,9.3875,59.92010652463383,20.657276995305164,26.255887502109864,Tier 2,1833.0,1611.0,1611.0,0.0,67660.0
273,SIPT014,158.0,80.0,139.0,98.0,109.0,99.0,105,125.0,84.0,84.0,87.0,81.0,120,120,130,130,150,150,LHLLLL,NANNNN,Low Achievement,88,Consistently Weak Performer,Jairaj Steel Distributors,Hyderabad,Balkampet,Non-Exclusive,3943323.0,1.0,3000.0,0.7607796774446324,104.5,0.2657539424984671,0.043333333333333335,4.7777795473257584e-05,0.01852962271131987,0.46,1.9016470633175373e-06,SIPT014,Jairaj Steel Distributors,45.9,94,3000.0,Non-Exclusive,1.53,100.0,43.66197183098591,46.50318309859155,Tier 1,2000.0,2000.0,2000.0,0.0,176000.0
274,SIPT020,20.0,20.0,25.0,25.0,26.0,9.0,26,25.0,25.0,20.0,30.0,30.0,20,20,20,20,30,30,HHHLHH,AAAAAA,High Achievement,34,Consistently Strong Performer,Srinivasa Steel Traders (C),Rangareddy,Champapet,Non-Exclusive,2426243.0,369034.0,600.0,0.24729592213146004,21.5,0.04611314382212215,0.5333333333333333,0.0005922224415638672,0.003205668848631498,0.09111111111111111,6.179376746467583e-07,SIPT020,Srinivasa Steel Traders (C),333.4,26,600.0,Non-Exclusive,55.56666666666666,7.798440311937613,11.737089201877934,19.715274916847616,Tier 3,1667.0,1323.0,1323.0,0.0,44980.0
275,SIPT026,20.0,20.0,20.0,1.0,15.0,35.0,26,25.0,27.0,29.0,38.0,30.0,25,25,40,40,30,30,HHHHHH,AANNAA,Moderate Achievement,37,Consistently Strong Performer,Sri Rama Steel Agencies,Rangareddy,Hayath Nagar,Non-Exclusive,2426243.0,121590.0,1500.0,0.6182398053286502,26.166666666666668,0.11581493432305714,0.082,9.074077434843494e-05,0.008068640701857291,0.11185185185185186,1.5452973829199177e-06,SIPT026,Sri Rama Steel Agencies,33.7,29,1000.0,Non-Exclusive,3.37,86.05341246290801,13.145539906103288,25.772006436243576,Tier 2,1833.0,1611.0,1611.0,0.0,59610.0
276,SIPT031,29.0,39.0,58.0,21.0,36.0,26.0,40,60.0,58.0,32.0,59.0,51.0,50,50,60,60,50,50,HHHLHH,NANNAA,Moderate Achievement,54,Emerging Performer,Srinivasa Steel Traders (H),Medchal - Malkajgiri,Kukatpally,Non-Exclusive,2460095.0,254086.0,2500.0,1.0162209182978708,43.833333333333336,0.20367782193891454,0.04,4.407409039781126e-05,0.014198680494928662,0.19037037037037038,2.5402501656435752e-06,SIPT031,Srinivasa Steel Traders (H),333.4,50,2500.0,Non-Exclusive,13.335999999999999,14.997000599880025,23.004694835680752,19.469417021384455,Tier 3,1667.0,1323.0,1323.0,0.0,71440.0
277,SIPT035,64.0,61.0,91.0,39.0,69.0,55.0,54,40.0,43.0,40.0,36.0,37.0,50,60,60,60,60,60,LLLLLL,ANNNNN,Low Achievement,41,Consistently Weak Performer,Nagarjuna Steel Enterprises,Rangareddy,Narsingi,Non-Exclusive,2426243.0,57330.0,800.0,0.3297278961752801,50.0,0.04119734367287838,0.52,0.000577407621262082,0.002862702081349746,0.21777777777777776,8.240176098185715e-07,SIPT035,Nagarjuna Steel Enterprises,16.6,42,800.0,Non-Exclusive,2.075,100.0,19.248826291079812,31.964295774647887,Tier 1,2000.0,2000.0,2000.0,0.0,82000.0
278,SIPT036,1.0,1.0,1.0,1.0,14.0,1.0,1,5.5,1.0,1.0,1.0,1.0,10,10,10,10,10,10,LHLLLL,NNNNNN,No Achievement,0,Consistently Weak Performer,Nagarjuna Steel Suppliers,Medchal - Malkajgiri,Nizampet,Non-Exclusive,2460095.0,48835.0,300.0,0.12194651019574447,1.75,0.0036798197463296135,0.25333333333333335,0.000281111215226376,0.0002451701421223813,0.003333333333333333,3.0456414471278947e-07,SIPT036,Nagarjuna Steel Suppliers,16.6,2,300.0,Non-Exclusive,5.533333333333334,12.048192771084336,0.4694835680751174,3.7979953617286046,Tier 6,,,,,
279,SIPT042,35.0,26.0,25.0,26.0,10.0,22.0,13,40.0,15.0,25.0,12.0,33.0,20,20,20,20,30,30,LHLHLH,NANANA,Moderate Achievement,27,Fluctuating Performer,Baheti Steels,Rangareddy,Saroornagar,Non-Exclusive,2426243.0,1.0,2000.0,0.8243197404382001,28.5,0.47471852461747627,0.0005,1.851852537723163e-07,0.03310871564225684,0.12222222222222223,2.0604972208494505e-06,SIPT042,Baheti Steels,30.8,23,2000.0,Non-Exclusive,1.54,74.67532467532467,10.328638497652582,21.440248033656484,Tier 3,1667.0,1323.0,1323.0,0.0,35720.0
280,SIPT044,13.0,1.0,37.0,19.0,20.0,42.0,27,51.0,10.0,21.0,50.0,52.0,50,50,50,40,50,50,HHLLHH,NANNAA,Moderate Achievement,47,Emerging Performer,Mahalaxmi Steels,Medchal - Malkajgiri,Suraram,Exclusive,2460095.0,383654.0,250.0,0.10162209182978706,28.166666666666668,0.1807793271499318,0.524,0.0005818520673526175,0.012601092616055354,0.12074074074074073,2.537530987825443e-07,SIPT044,Mahalaxmi Steels,74.5,35,250.0,Exclusive,29.799999999999997,46.97986577181208,15.96244131455399,24.93343794309481,Tier 2,1833.0,1611.0,1611.0,0.0,75720.0
