,Dealer_Code,Dealer_Name,dealer_district,dealer_type,dealer_taluka,Feb_2324_sales,Mar_2324_sales,Apr_2425_sales,May_2425_sales,Jun_2425_sales,Jul_2425_sales,Aug_2425_sales,Sep_2425_sales,Oct_2425_sales,Nov_2425_sales,Dec_2425_sales,Jan_2425_sales,Feb_2324_Target,Mar_2324_Target,Apr_2425_Target,May_2425_Target,Jun_2425_Target,Jul_2425_Target,Aug_2425_Target,Sep_2425_Target,Oct_2425_Target,Nov_2425_Target,Dec_2425_Target,Jan_2425_Target,Sales_Pattern_Overall,Target_Pattern_Overall,Achieved_Type,Predicted_Target_R,Percentage_PT_Dist,Category_Overall,new_market_potential,AP_12,NORM_counter_market_ratio,NORM_sales_by_counter_3M,AVG_SALES-N,MarketSizePer1000_N,Code,Dealer Name,CS,AP,MP,Status,Predicted_Target,MPA,SOB,AP_normalized,Score,Tier,Incentive_per_Ton_linear,Incentive_per_Ton_exponential,Final_Incentive,Perfomance_Bonus,Predicted_Incentive
322,SIPT255,Sri Sai Teja Cement Traders,Yadadri Bhuvanagiri,Non-Exclusive,Bibinagar,15,0,35,0,10,2,0,0,8,15,11,6,15,15,15,15,20,20,10,10,10,10,10,10,LLLHHH,NNNAAN,Low Achievement,15,0.0012427506213753107,Declining Performer,200.0,18.885138888888886,0.00015080126522495842,0.0037647258316430517,0.09790877157990381,0.016573953002460583,SIPT255,Sri Sai Teja Cement Traders,77.7,8.0,200.0,Non-Exclusive,15.0,38.85,10.904118404118401,4.046725186051268,12.378858792454443,Tier 5,1333.0,952.0,952.0,0.0,14280.0
323,SIPT257,NEW SRI SAI KRISHNA STEEL SYNDICATE,Suryapet,Non-Exclusive,Kodad,16,16,50,26,0,24,23,0,10,19,20,22,30,25,30,20,25,25,25,25,20,20,20,20,HLLHHH,NNNNNA,Low Achievement,25,0.002071251035625518,Emerging Performer,375.0,8.724166666666667,0.00020219962137400942,4.500042740991724e-05,0.033383751080380296,0.03442409210438423,SIPT257,New Sri Sai Krishna Steel Syndicate,20.0,20.0,375.0,Non-Exclusive,25.0,5.333333333333334,94.29583333333333,9.112684814991946,25.3934442223285,Tier 2,1833.0,1611.0,1611.0,0.0,40280.0
324,SIPT258,SUGUNA IRON & CEMENT,Jogulamba Gadwal,Non-Exclusive,Allampur,13,17,26,12,17,12,0,15,0,10,6,14,20,20,15,15,17,15,20,20,20,20,20,15,LHLHLH,NNNNNN,No Achievement,15,0.0012427506213753107,Fluctuating Performer,50.0,5.016666666666667,0.0008250267605919219,5.312703756353813e-05,0.025397247523435945,0.007158231547049708,SIPT258,Suguna Iron & Cement,48.4,14.0,50.0,Non-Exclusive,15.0,96.8,24.535123966942148,5.7062496697615375,27.69077459524535,Tier 1,2000.0,2000.0,2000.0,0.0,30000.0
325,SIPT263,MOHAMMAD AZGAR & SONS,Nalgonda,Non-Exclusive,NAKREKAL,30,30,25,30,30,32,31,30,0,30,34,20,30,25,20,30,30,30,30,30,35,35,35,30,HHLHHL,AANNNN,Low Achievement,35,0.002899751449875725,Emerging Performer,180.0,6.025833333333334,0.00022185193401923483,0.0003539922045842583,0.021258559936174454,0.00432617048160595,SIPT263,Mohammad Azgar & Sons,0.0,30.0,180.0,Non-Exclusive,35.0,0.0,100.0,13.036933869663178,27.822160321797906,Tier 1,2000.0,2000.0,2000.0,0.0,70000.0
326,SIPT264,Sri Ganesh Steel And Cements Kompally,Medchal - Malkajgiri,Non-Exclusive,Kompally,7,22,29,22,11,17,18,10,13,31,36,18,35,30,30,30,25,25,35,35,35,35,35,35,LLLHHL,NNNNAN,Low Achievement,35,0.002899751449875725,Consistently Weak Performer,300.0,0.0,0.0005287303545562159,0.00018101666249537783,0.0,0.004093877060296923,SIPT264,Sri Ganesh Steel And Cements Kompally,31.0,18.0,300.0,Non-Exclusive,35.0,10.333333333333334,62.65591397849462,9.387849663258379,20.230559260320618,Tier 3,1667.0,1323.0,1323.0,0.0,46300.0
327,SIPT266,S. R. BUILDING MATERIALS,Nizamabad,Non-Exclusive,NIZAMABAD,0,37,0,20,26,22,0,30,0,35,20,0,55,35,30,20,25,25,30,30,35,35,35,35,LHLHHL,NANANN,Low Achievement,35,0.002899751449875725,Fluctuating Performer,1000.0,0.0,0.00042291020954346377,0.0006388930974365321,0.0,0.0007829696480639017,SIPT266,S. R. Building Materials,44.7,16.0,0.0,Non-Exclusive,35.0,4.470000000000001,35.404548844146156,7.6332165023038785,12.554839670211559,Tier 5,1333.0,952.0,952.0,0.0,33320.0
328,SIPT267,SRI RAJARAJESHWARA STEEL TRADERS,Siddipet,Non-Exclusive,Husnabad,21,20,21,30,25,25,26,0,20,10,10,0,20,20,20,20,25,25,30,30,20,20,20,20,HLLLLL,NNANNN,Low Achievement,25,0.002071251035625518,Consistently Weak Performer,150.0,0.0,1.029630010974078e-05,0.000289242001663287,0.0,0.1247082622046274,SIPT267,Sri Rajarajeshwara Steel Traders,18.6,21.0,150.0,Non-Exclusive,25.0,12.400000000000002,93.27508960573478,8.37620223735712,26.16073926356123,Tier 2,1833.0,1611.0,1611.0,0.0,40280.0
329,SIPT269,VAMAN IRON HARDWARE AND CEMENT,Warangal,Non-Exclusive,Narsampet  ,0,21,15,0,0,14,16,0,0,14,0,0,15,15,20,20,25,10,17,17,20,20,20,20,HLLHLL,NNNNNN,No Achievement,15,0.0012427506213753107,Consistently Weak Performer,1000.0,8.603333333333333,0.00023243394852051004,0.0007944085256354805,0.062362874808855794,0.017337506709229,SIPT269,Vaman Iron Hardware And Cement,56.5,7.0,1000.0,Non-Exclusive,15.0,5.65,11.721238938053096,3.144412094247009,5.360895044158825,Tier 6,,,,,
330,SIPT273,OM STEELS MNCL,Mancherial,Non-Exclusive,Mancherial,21,20,25,20,26,24,25,25,20,21,23,20,30,20,25,25,25,20,25,25,20,20,22,20,HHLLLL,NNAAAN,Moderate Achievement,25,0.002071251035625518,Fluctuating Performer,800.0,2.7825,0.0005604763980600416,0.00011958007755390646,0.015366332025796159,0.008060052369204665,SIPT273,Om Steels Mncl,20.0,24.0,800.0,Non-Exclusive,25.0,2.5,100.0,10.832769952161149,26.99966197129669,Tier 1,2000.0,2000.0,2000.0,0.0,50000.0
331,SIPT274,CHILUPURI STEELS,Warangal,Non-Exclusive,Warangal,26,33,0,10,20,22,30,32,25,17,0,24,25,25,30,25,25,20,30,30,50,50,50,25,HHHLLH,AANNNN,Low Achievement,25,0.002071251035625518,Emerging Performer,1000.0,3.483333333333334,0.0004052735187080051,5.853110513572515e-05,0.025555149258692907,0.014541988692140174,SIPT274,Chilupuri Steels,24.4,19.0,4000.0,Non-Exclusive,25.0,2.44,82.08674863387978,9.683336878457343,22.71535185385036,Tier 2,1833.0,1611.0,1611.0,0.0,40280.0
332,SIPT275,LAXMI AGENCIES,Warangal,Non-Exclusive,Hanumakonda  ,26,25,0,0,28,20,28,0,14,20,43,33,25,20,25,25,25,20,25,25,20,20,20,20,HLHHHH,ANNAAA,Moderate Achievement,40,0.0033140016570008283,Consistently Strong Performer,800.0,21.205000000000002,0.00015483250884449184,0.0070680169221690944,0.11349810517917691,0.011125903197619198,SIPT275,Laxmi Agencies,26.2,13.0,800.0,Non-Exclusive,40.0,3.2750000000000004,75.55661577608143,9.569531623635184,21.508042129397396,Tier 3,1667.0,1323.0,1349.0,26.0,53960.0
333,SIPT276,SRI MAHA LAKSHMI AGENCIES,Warangal,Exclusive,Warangal,21,21,31,12,14,10,18,20,21,20,20,19,20,20,25,25,20,20,20,20,20,20,20,25,LHHHHH,NNANAN,Low Achievement,25,0.002071251035625518,Emerging Performer,1000.0,0.7480555555555556,0.0005022753183030279,0.0003607115652647365,0.0,0.0009710346677315762,SIPT276,Sri Maha Lakshmi Agencies,50.0,17.0,4000.0,Exclusive,25.0,5.0,37.85333333333333,9.145607049422642,14.058030896320254,Tier 4,1500.0,1110.0,1110.0,0.0,27750.0
334,SIPT277,Sri Srinivasa Traders,Mahabubnagar,Non-Exclusive,Chinnachinthakunta,0,5,0,0,10,0,0,5,0,6,0,0,20,10,10,10,10,10,10,10,10,10,10,10,LHLHLL,NNNNNN,No Achievement,0,0.0,Consistently Weak Performer,15.0,0.0,0.0002112699195179596,0.0003183795929777241,0.0,0.004225693434928883,SIPT277,Sri Srinivasa Traders,53.0,3.0,15.0,Non-Exclusive,0.0,100.0,2.243448637316561,0.4943077050221988,20.74527435047663,Tier 3,1667.0,1323.0,1323.0,0.0,0.0
335,SIPT283,M SRINIVASULU GUPTA,Mahabubnagar,Non-Exclusive,Shadnagar,34,22,10,10,11,11,28,20,21,10,15,0,25,30,20,20,15,10,20,20,10,10,15,15,HHHLLL,AAAANN,Moderate Achievement,20,0.0016570008285004142,Target-Oriented Performer,500.0,6.202500000000001,0.0004934569728852986,0.00024441493810261456,0.037954590785187155,0.0019847636809634745,SIPT283,M Srinivasulu Gupta,12.4,15.0,500.0,Non-Exclusive,20.0,2.48,100.0,7.694590050440114,25.112754030264067,Tier 2,1833.0,1611.0,1611.0,0.0,32220.0
336,SIPT284,MAHALAXMI IRON AND HARDWARE,Karimnagar,Non-Exclusive,HUZURABAD,0,10,10,0,12,0,0,6,0,5,0,0,10,10,10,10,10,10,10,10,10,10,10,10,LHLHLL,NNNNNN,No Achievement,0,0.0,Consistently Weak Performer,150.0,2.5175,0.00033825409353326215,0.0003824822938694857,0.0,0.0014778991743475255,SIPT284,Mahalaxmi Iron And Hardware,74.5,5.0,150.0,Non-Exclusive,0.0,49.666666666666664,4.902684563758389,1.6958337792963858,11.931370513662843,Tier 5,1333.0,952.0,952.0,0.0,0.0
337,SIPT285,RAJA RAJESHWARI TRADERS,Wanaparthy,Non-Exclusive,Wanaparthy,0,12,10,16,0,11,0,0,14,0,10,0,25,12,12,15,15,10,10,10,10,10,10,10,LLHLHL,NNANNN,Low Achievement,20,0.0016570008285004142,Consistently Weak Performer,250.0,4.825277777777778,0.0008885188475995731,0.00015295326809575864,0.020352702612858188,0.0014622018357238944,SIPT285,Raja Rajeshwari Traders,401.7,6.0,250.0,Non-Exclusive,20.0,100.0,1.5189610820678783,2.890382507590404,22.03802172096782,Tier 2,1833.0,1611.0,1611.0,0.0,32220.0
338,SIPT286,KUMAR ENTERPRISES,Mulug,Non-Exclusive,MALLAMPALLY,0,21,15,20,15,10,0,0,20,23,15,20,20,15,15,20,20,20,20,20,20,20,20,20,LLHHHH,NNAANA,Moderate Achievement,25,0.002071251035625518,Emerging Performer,250.0,0.0,0.0004017461805409134,0.00017592914655158718,0.0,0.00590236018810634,SIPT286,Kumar Enterprises,51.7,10.0,250.0,Non-Exclusive,25.0,20.68,25.92520954223082,6.451674088846679,13.192046361754173,Tier 5,1333.0,952.0,952.0,0.0,23800.0
339,SIPT287,NANI IRON HARDWARE AND CEMENT AGENCIES,Jagitial,Non-Exclusive,Korutla,0,10,10,10,0,10,0,10,10,10,11,0,10,10,20,10,10,10,10,10,10,10,10,10,LHHHHL,NAANAN,Moderate Achievement,15,0.0012427506213753107,Emerging Performer,250.0,0.0,0.0001901058905154092,0.0003607115652647365,0.0,0.004225693434928883,SIPT287,Nani Iron Hardware And Cement Agencies,49.7,7.0,250.0,Non-Exclusive,15.0,19.88,14.964788732394366,3.5419175914472643,9.094108301347232,Tier 5,1333.0,952.0,952.0,0.0,14280.0
340,SIPT288,Affan Traders,Sangareddy,Non-Exclusive,Zaheerabad,18,21,18,24,0,21,8,10,0,0,10,0,20,15,20,20,20,20,10,10,10,10,10,10,LLLLHL,NNNNAN,Low Achievement,15,0.0012427506213753107,Consistently Weak Performer,500.0,1.821111111111111,0.00015835984701158354,0.0002983474989490486,0.004152538616669991,0.006479208017741218,SIPT288,Affan Traders,35.0,13.0,1200.0,Non-Exclusive,15.0,7.000000000000001,30.859523809523814,5.182339050240956,10.681308192049336,Tier 5,1333.0,952.0,952.0,0.0,14280.0
341,SIPT289,AM TRADERS,Khammam,Non-Exclusive,Kusumanchi,13,10,22,21,0,9,10,0,0,0,11,16,15,10,10,10,10,15,10,10,10,10,10,10,LLLLHH,ANNNAA,Moderate Achievement,15,0.0012427506213753107,Declining Performer,60.0,5.589722222222222,0.0003170900645307117,0.002825926421978987,0.03983279037298052,0.0009710346677315762,SIPT289,Am Traders,35.0,10.0,60.0,Non-Exclusive,15.0,58.333333333333336,26.93571428571428,4.5125138361448185,19.761317825496413,Tier 3,1667.0,1323.0,1323.0,0.0,19840.0
342,SIPT290,Sri Vaishnavi Steels,Rangareddy,Non-Exclusive,Peddamberpet,27,33,48,50,44,47,29,36,30,36,35,35,20,25,20,20,30,30,30,30,30,30,40,40,LLLLLL,NAAANN,Moderate Achievement,40,0.0033140016570008283,Fluctuating Performer,385.0,0.0,0.00040637581188522127,5.084352727243805e-05,0.0,0.0168899270334946,SIPT290,Sri Vaishnavi Steels,6.7,42.0,560.0,Non-Exclusive,40.0,1.7402597402597402,100.0,18.203692438589194,31.270267411205467,Tier 1,2000.0,2000.0,2000.0,0.0,80000.0
343,SIPT291,THIRUMALA TRADERS,Warangal,Non-Exclusive,Bhupalapally,25,28,17,33,20,22,20,0,25,23,20,0,25,20,20,25,20,20,25,25,20,20,24,20,LLHHHL,NNAANN,Low Achievement,30,0.0024855012427506215,Fluctuating Performer,180.0,0.0,9.582976132223001e-05,0.0003183795929777241,0.0,0.015130235101073655,SIPT291,Thirumala Traders,99.7,19.0,180.0,Non-Exclusive,30.0,55.388888888888886,19.544466733533934,9.418333213657174,20.63767105267887,Tier 3,1667.0,1323.0,1323.0,0.0,39690.0
344,SIPT293,NEW BHARAT TRADERS,Narayanpet,Non-Exclusive,Jagklair,10,0,0,12,0,12,0,11,0,10,0,10,20,10,10,10,10,12,10,10,10,10,10,10,LHLHLH,NANANN,Low Achievement,15,0.0012427506213753107,Fluctuating Performer,30.0,0.5711111111111111,0.00037925939972570356,0.0001554956808757069,0.0,0.004980281548309041,SIPT293,New Bharat Traders,57.2,6.0,30.0,Non-Exclusive,15.0,100.0,9.344405594405593,2.5213283240956885,23.381678113338534,Tier 2,1833.0,1611.0,1611.0,0.0,24160.0
345,SIPT294,SRI LAXMI NARASIMHA CEMENT IRON & HARDWARE,Suryapet,Non-Exclusive,ARVAPALLY,10,16,30,15,15,15,16,15,20,20,20,14,15,12,10,15,15,15,15,15,20,20,20,15,LLHHHL,AAANNN,Moderate Achievement,25,0.002071251035625518,Momentum Gainer,130.0,0.6227777777777778,0.0017280253313674068,4.1772048033821264e-05,0.0,0.003505357200811323,SIPT294,Sri Laxmi Narasimha Cement Iron & Hardware,75.1,18.0,130.0,Non-Exclusive,25.0,57.76923076923076,22.983799378606307,8.333118819460157,21.150477321243507,Tier 3,1667.0,1323.0,1323.0,0.0,33080.0
346,SIPT295,Sree Venkata Sai Steel Traders,Medchal - Malkajgiri,Non-Exclusive,Pragathinagar,16,31,17,12,0,19,15,28,3,0,15,15,20,15,20,20,20,20,20,20,20,20,20,15,LHLLHH,NANNNA,Low Achievement,25,0.002071251035625518,Fluctuating Performer,1500.0,3.980277777777778,1.3407412373115693e-05,0.00020029567028237376,0.026120271258559934,0.1247082622046274,SIPT295,Sree Venkata Sai Steel Traders,18.4,15.0,1500.0,Non-Exclusive,25.0,1.2266666666666666,77.69474637681161,6.886979188541437,19.916470121820517,Tier 3,1667.0,1323.0,1323.0,0.0,33080.0
347,SIPT297,"EASHWARI TRADERS CEMENT, SANITERY & GENERAL MERCHANT",Jagitial,Non-Exclusive,RAIKAL,10,10,0,10,0,10,0,0,0,0,9,0,10,10,15,10,10,10,10,10,10,10,10,10,LLLLHL,NNNNNN,No Achievement,0,0.0,Consistently Weak Performer,80.0,13.283333333333333,0.0005393123690574912,0.00037930364754427444,0.04971411475300844,0.02084932305668626,SIPT297,Eashwari Traders Cement Sanitery & General Merchant,36.1,3.0,80.0,Non-Exclusive,0.0,45.12500000000001,7.720837180670976,1.2738059593308795,11.333451011732725,Tier 5,1333.0,952.0,952.0,0.0,0.0
348,SIPT299,KANAKADURGA IRON CEMENT MERCHANTS,Warangal,Non-Exclusive,Warangal,61,86,31,61,60,50,75,71,30,50,30,60,80,55,0,50,60,50,70,70,80,80,80,60,HHLLLH,AANNNN,Low Achievement,55,0.004556752278376139,Declining Performer,1000.0,11.225555555555554,0.0005155028364296219,0.0030026801928202417,0.07046295680694989,0.0029733769523975625,SIPT299,Kanakadurga Iron Cement Merchants,31.6,58.0,4000.0,Non-Exclusive,55.0,3.16,100.0,26.879310882085562,36.75958652925134,Tier 1,2000.0,2000.0,2000.0,0.0,110000.0
349,SIPT301,SRI VENKATESWARA STEEL SYNDICATE,Bhadradri Kothagudem,Non-Exclusive,KOTHAGUDEM,11,0,15,0,0,10,12,15,0,24,0,10,10,10,10,15,10,10,10,10,10,10,10,10,HHLHLL,AANANN,Moderate Achievement,20,0.0016570008285004142,Fluctuating Performer,180.0,0.5277777777777778,0.00028028305756975445,0.00010125754157014447,0.0,0.01762314402767329,SIPT301,Sri Venkateswara Steel Syndicate,55.1,9.0,180.0,Non-Exclusive,20.0,30.61111111111111,14.603750756200846,3.839030596000829,11.34639073106289,Tier 5,1333.0,952.0,952.0,0.0,19040.0
350,SIPT302,YAMANI TRADERS,Narayanpet,Non-Exclusive,Marikal,12,20,21,25,15,11,15,15,10,15,15,0,25,15,15,15,15,10,15,15,10,10,15,15,LLLLHL,AANANN,Moderate Achievement,20,0.0016570008285004142,Fluctuating Performer,80.0,5.341388888888889,0.0005110936637207572,0.00022148016139715424,0.022380493318263413,0.0023085173398103083,SIPT302,Yamani Traders,45.0,17.0,80.0,Non-Exclusive,20.0,56.25,32.28148148148148,6.999565101347644,21.90603535710488,Tier 2,1833.0,1611.0,1611.0,0.0,32220.0
351,SIPT303,Mallikarjuna Enterprises & Traders,Wanaparthy,Non-Exclusive,Chinambavi,0,16,0,11,10,0,10,0,0,10,15,0,20,10,10,10,10,10,10,10,10,10,10,10,HLLHHL,NNNAAN,Low Achievement,15,0.0012427506213753107,Fluctuating Performer,25.0,2.2519444444444443,0.00042820121679410146,7.668088469731148e-05,0.0071969948806595305,0.009896449848977019,SIPT303,Mallikarjuna Enterprises & Traders,42.6,5.0,25.0,Non-Exclusive,15.0,100.0,14.104068857589983,2.84486040566154,24.527730014914923,Tier 2,1833.0,1611.0,1611.0,0.0,24160.0
352,SIPT304,NATRAJ ENTERPRISES,Medak,Non-Exclusive,TOOPRAN,30,10,8,1,9,0,0,11,17,0,6,22,30,20,20,20,20,20,20,20,20,20,20,20,LHHLHH,NNNNNA,Low Achievement,20,0.0016570008285004142,Emerging Performer,200.0,4.0633333333333335,0.00010827164503888088,3.967219779615189e-05,0.005036234292932651,0.1033253298438462,SIPT304,Natraj Enterprises,49.7,5.0,200.0,Non-Exclusive,20.0,24.85,19.21193829644534,4.571448700249152,11.55525687943856,Tier 5,1333.0,952.0,952.0,0.0,19040.0
353,SIPT305,CHANDANA TRADERS,Nalgonda,Non-Exclusive,Chandur,10,10,9,9,0,10,10,10,10,0,0,12,15,10,10,10,10,10,10,10,10,10,10,10,HHHLLH,NANNNA,Low Achievement,15,0.0012427506213753107,Emerging Performer,60.0,4.560833333333334,0.00035941812253581257,0.00039033160418276263,0.028098198258094544,0.0014778991743475255,SIPT305,Chandana Traders,24.4,8.0,60.0,Non-Exclusive,15.0,40.666666666666664,30.915300546448087,3.593536403455886,16.47251528469648,Tier 4,1500.0,1110.0,1110.0,0.0,16650.0
354,SIPT306,Nagarjuna Steel Mart,Medchal - Malkajgiri,Non-Exclusive,Rampally,26,26,63,55,26,26,41,41,23,39,40,25,25,20,20,20,40,40,30,30,30,30,40,50,HHLHHL,AANANN,Moderate Achievement,40,0.0033140016570008283,Emerging Performer,775.0,15.2575,7.229279573454516e-05,0.0028595938069011307,0.13083405358686256,0.05947839849182945,SIPT306,Nagarjuna Steel Mart,16.6,42.0,775.0,Non-Exclusive,40.0,2.141935483870968,100.0,17.409494338865986,30.874083700093784,Tier 1,2000.0,2000.0,2000.0,0.0,80000.0
355,SIPT307,Madina Steel Traders,Siddipet,Non-Exclusive,Siddipet,30,30,30,40,26,0,13,20,10,39,30,30,30,30,30,30,25,0,0,10,20,20,22,10,LLLHHH,AANAAA,High Achievement,40,0.0033140016570008283,Target-Oriented Performer,600.0,6.745833333333333,0.00015987156336890859,0.00011620953631909134,0.045941094342131505,0.0353398714266367,SIPT307,Madina Steel Traders,41.4,21.0,600.0,Non-Exclusive,40.0,6.8999999999999995,59.929549114331714,12.0155317076343,20.575228847446922,Tier 3,1667.0,1323.0,1323.0,0.0,52920.0
356,SIPT309,SRI VIGNESWARA TRADERS,Nalgonda,Non-Exclusive,NARKETPALLY,23,26,30,25,0,21,25,15,25,20,19,19,30,25,25,25,25,20,30,30,20,20,25,25,HLHHHL,NNAANN,Low Achievement,25,0.002071251035625518,Emerging Performer,200.0,4.811666666666666,0.00022569993929242582,0.0013813776185569364,0.040323116814041625,0.010564233587322207,SIPT309,SRI VIGNESWARA TRADERS(N),120.6,19.0,200.0,Non-Exclusive,25.0,60.3,17.157269209508016,10.006462512684545,21.49533134951233,Tier 3,1667.0,1323.0,1323.0,0.0,33080.0
357,SIPT311,GANGISETTY SATHYA NARAYANA CEMENT MRECHANT,Mulug,Non-Exclusive,Mulugu,25,23,25,27,20,8,20,17,24,20,20,9,15,15,20,15,20,20,17,17,20,20,20,20,LLHHHL,AAAAAN,High Achievement,30,0.0024855012427506215,Target-Oriented Performer,250.0,9.799166666666666,0.0002112699195179596,0.0018589122434410274,0.05733495113356825,0.015130235101073655,SIPT311,Gangisetty Sathya Narayana Cement Mrechant,21.1,20.0,250.0,Non-Exclusive,30.0,8.44,94.96840442338072,9.687807799182501,26.494365564185642,Tier 2,1833.0,1611.0,1611.0,0.0,48330.0
358,SIPT313,SRI RAMA TRADERS (N),Karimnagar,Non-Exclusive,Nusthullapur,32,20,40,20,26,25,25,25,20,20,25,24,20,20,25,25,25,25,25,25,20,20,25,25,LLLLHH,AAAAAN,High Achievement,30,0.0024855012427506215,Target-Oriented Performer,2000.0,0.0,0.0003170900645307117,0.00021154175815812142,0.0,0.005834641750291803,SIPT313,Sri Rama Traders (N),10.2,27.0,2000.0,Non-Exclusive,30.0,0.5099999999999999,100.0,11.822740186667716,27.19564411200063,Tier 1,2000.0,2000.0,2000.0,0.0,60000.0
359,SIPT314,DOSAPATI RAMADASU & SONS IRON ELECTRICAL & GENERAL MERCHANTS,Khammam,Non-Exclusive,NELAKONDAPALLY,12,20,41,20,26,21,15,0,0,20,15,0,20,22,20,20,26,25,30,30,20,20,20,20,LLLHHL,NNNANN,Low Achievement,20,0.0016570008285004142,Consistently Weak Performer,70.0,0.0,0.004814446227572677,6.856759685541783e-05,0.0,0.0,SIPT314,Dosapati Ramadasu & Sons Iron Electrical & General Merchants,30.0,20.0,70.0,Non-Exclusive,20.0,42.857142857142854,52.75,7.632810054965226,23.70111460440771,Tier 2,1833.0,1611.0,1611.0,0.0,32220.0
360,SIPT315,THIRUMALA STEEL CEMENTS AND GENERAL STORES,Khammam,Non-Exclusive,V M BANJARA,0,11,7,0,0,11,0,9,0,0,0,8,20,10,10,10,10,10,10,10,10,10,10,5,LHLLLH,NNNNNA,Low Achievement,0,0.0,Consistently Weak Performer,60.0,0.15041666666666667,1.1413458497803977e-06,0.0192286763560474,0.0015000664849411608,0.0353398714266367,SIPT315,Thirumala Steel Cements And General Stores,42.5,4.0,60.0,Non-Exclusive,0.0,70.83333333333334,8.92941176470588,1.7653362742056324,17.011750784131223,Tier 3,1667.0,1323.0,1323.0,0.0,0.0
361,SIPT316,R.K STEELS PROFILES,Nagarkurnool,Non-Exclusive,KALWAKURTHY,0,10,0,10,10,10,0,13,0,10,0,0,25,10,10,10,10,10,10,10,10,10,10,10,LHLHLL,NANNNN,Low Achievement,15,0.0012427506213753107,Consistently Weak Performer,250.0,0.0,8.428574550265707e-05,0.00015812284074832007,0.0,0.026984749129122187,SIPT316,R.K Steels Profiles,31.7,7.0,250.0,Non-Exclusive,15.0,12.68,16.474763406940063,2.4615805653140552,7.307901020576446,Tier 6,,,,,
362,SIPT317,Sri Srinivasa Traders (Ch),Rangareddy,Non-Exclusive,Chevella,4,12,8,8,0,0,0,0,0,0,4,4,30,10,10,10,10,10,0,0,0,0,0,10,LLLLHH,AAAAAN,High Achievement,0,0.0,Target-Oriented Performer,265.0,0.0,0.022221860082170402,0.0003183795929777241,0.0,,SIPT317,Sri Srinivasa Traders (Ch),53.0,3.0,265.0,Non-Exclusive,0.0,20.0,6.2405660377358485,1.5275645810950504,6.1646519562041995,Tier 6,,,,,
363,SIPT318,Sri Chaitanya Steels & Traders,Rangareddy,Non-Exclusive,Balapur,11,0,0,0,15,20,13,10,11,11,16,16,10,10,15,15,15,20,10,10,10,10,10,10,HHHLHH,AAAAAA,High Achievement,20,0.0016570008285004142,Consistently Strong Performer,500.0,0.0,0.022221860082170402,0.0003183795929777241,0.0,,SIPT318,Sri Chaitanya Steels & Traders,61.7,10.0,500.0,Non-Exclusive,20.0,12.340000000000002,16.693679092382496,4.938064199711965,8.769574338303679,Tier 6,,,,,
364,SIPT319,ANJANA AGENCIES,Jogulamba Gadwal,Non-Exclusive,GADWAL,12,10,49,19,14,25,26,29,0,20,10,24,35,30,20,30,25,20,30,30,20,20,25,25,HHLHLH,NNNANN,Low Achievement,25,0.002071251035625518,Emerging Performer,350.0,0.0,0.00012661380350775792,0.00021154175815812142,0.0,0.017337506709229,SIPT319,Anjana Agencies,132.8,27.0,1000.0,Non-Exclusive,25.0,37.94285714285714,14.988077309236944,9.622369777659758,16.359608757014673,Tier 4,1500.0,1110.0,1110.0,0.0,27750.0
365,SIPT320,THIRUMALA IRON HARDWARE AND GENERAL,Mahabubabad,Non-Exclusive,THORRUR,0,0,15,16,16,15,15,25,16,25,17,14,20,15,15,15,15,15,10,10,10,10,15,15,HHHHHL,AAAAAN,High Achievement,25,0.002071251035625518,Consistently Strong Performer,600.0,0.0,0.044444090534848345,0.00015812284074832007,0.0,,SIPT320,Thirumala Iron Hardware And General,96.5,17.0,600.0,Non-Exclusive,25.0,16.083333333333332,13.806850892343123,6.412790626782441,9.825711221204756,Tier 5,1333.0,952.0,971.0,19.0,24280.0
366,SIPT321,SRI VENKATESWARA TRADERS REKURTHI,Karimnagar,Non-Exclusive,REKURTHI,30,40,25,40,0,30,40,40,0,10,35,10,30,20,25,30,30,30,40,40,35,35,35,30,HHLLHL,AANNAN,Moderate Achievement,45,0.003728251864125932,Fluctuating Performer,2000.0,0.05555555555555555,3.490301116337274e-05,0.0019209471152717645,0.0,0.007158231547049708,SIPT321,Sri Venkateswara Traders Rekurthi,32.5,29.0,2000.0,Non-Exclusive,45.0,1.625,74.57350427350428,11.735354008857845,22.280913260015563,Tier 2,1833.0,1611.0,1611.0,0.0,72500.0
367,SIPT324,SURYA IRON CEMENT AND SANITARY,Mahabubabad,Non-Exclusive,HASTHINAPURAM,0,0,12,15,17,17,0,16,0,0,17,0,20,0,0,10,10,10,10,10,10,10,10,10,LHLLHL,NANNAN,Low Achievement,20,0.0016570008285004142,Consistently Weak Performer,600.0,7.1025,0.00017158736513817757,0.010031332315055515,0.05917990825078119,0.003430164239324484,SIPT324,Surya Iron Cement And Sanitary,65.5,13.0,600.0,Non-Exclusive,20.0,10.916666666666666,11.960559796437657,3.735386524644934,6.816677207407825,Tier 6,,,,,
