,Dealer_Code,Dealer_Name,dealer_district,dealer_type,dealer_taluka,Feb_2324_sales,Mar_2324_sales,Apr_2425_sales,May_2425_sales,Jun_2425_sales,Jul_2425_sales,Aug_2425_sales,Sep_2425_sales,Oct_2425_sales,Nov_2425_sales,Dec_2425_sales,Jan_2425_sales,Feb_2324_Target,Mar_2324_Target,Apr_2425_Target,May_2425_Target,Jun_2425_Target,Jul_2425_Target,Aug_2425_Target,Sep_2425_Target,Oct_2425_Target,Nov_2425_Target,Dec_2425_Target,Jan_2425_Target,Sales_Pattern_Overall,Target_Pattern_Overall,Achieved_Type,Predicted_Target_R,Percentage_PT_Dist,Category_Overall,new_market_potential,AP_12,NORM_counter_market_ratio,NORM_sales_by_counter_3M,AVG_SALES-N,MarketSizePer1000_N,Code,Dealer Name,CS,AP,MP,Status,Predicted_Target,MPA,SOB,AP_normalized,Score,Tier,Incentive_per_Ton_linear,Incentive_per_Ton_exponential,Final_Incentive,Perfomance_Bonus,Predicted_Incentive
101,SIPA287,SAI KEERTHI ENTERPRISES,Krishna,Non-Exclusive,BANTUMILLI ,0,11,13,12,0,0,13,12,11,12,0,0,12,10,10,12,12,12,10,10,10,10,12,12,HHHHLL,AAAANN,Moderate Achievement,15,0.0012427506213753107,Consistently Strong Performer,100.0,20.116666666666664,0.00016894186151285878,0.008972244213365541,0.06918589189548567,0.005953869763231381,SIPA287,Sai Keerthi Enterprises,26.1,8.0,100.0,Non-Exclusive,15.0,26.1,26.976372924648786,3.3484486582495934,12.624343779879514,Tier 5,1333.0,952.0,971.0,19.0,14560.0
102,SIPA291,HSN Cement and Steels,Chittoor,Non-Exclusive,Kalikiri,0,30,0,24,0,0,25,0,25,0,10,0,25,20,20,25,25,25,25,25,20,20,24,20,HLHLHL,ANANNN,Low Achievement,25,0.002071251035625518,Fluctuating Performer,115.5,12.346666666666666,0.0007403706445817201,0.002058310045754111,0.06468153713183965,0.0009584767968326708,SIPA291,Hsn Cement And Steels,40.8,8.0,110.0,Non-Exclusive,25.0,35.32467532467532,28.013344226579516,5.488935826029699,15.960965405868787,Tier 4,1500.0,1110.0,1110.0,0.0,27750.0
103,SIPA300,Sri Venkateswara Fertilizers,Chittoor,Non-Exclusive,Pichatoor,0,0,26,12,0,0,20,0,0,20,0,19,25,15,20,20,25,20,20,20,20,20,24,12,HLLHLH,ANNNNA,Low Achievement,25,0.002071251035625518,Fluctuating Performer,78.75,4.770277777777777,8.831381232694682e-06,0.05769029689110436,0.03553620105046207,0.01762314402767329,SIPA300,Sri Venkateswara Fertilzers,22.4,10.0,75.0,Non-Exclusive,25.0,28.444444444444443,36.160714285714285,3.8650432256744653,15.240057681436426,Tier 4,1500.0,1110.0,1110.0,0.0,27750.0
104,SIPA302,Sesha Sai Traders,West Godavari,Non-Exclusive,Tadepalligudem,0,0,0,3,3,4,15,12,13,13,12,15,15,15,15,15,15,10,10,10,10,10,12,12,HHHHHH,AAAAAA,High Achievement,20,0.0016570008285004142,Consistently Strong Performer,210.0,14.993333333333334,0.00030298071186234474,0.00018277772570668993,0.06934379363074264,0.0070174674017750354,SIPA302,Sesha Sai Traders,60.7,6.0,500.0,Non-Exclusive,20.0,28.904761904761905,12.493135639758373,3.6130458757111135,10.447407034330725,Tier 5,1333.0,952.0,971.0,19.0,19420.0
105,SIPA308,Mahalakshmi Steel Enterprises,West Godavari,Non-Exclusive,Narsapuram,0,0,13,25,0,14,18,20,0,16,0,32,20,12,12,20,15,20,10,10,10,10,15,12,HHLHLH,AANANA,Moderate Achievement,30,0.0024855012427506215,Consistently Strong Performer,472.5,15.176666666666668,0.00023772495577114764,0.002376935399965739,0.07108902333621435,0.007916751837381188,SIPA308,Mahalakshmi Steel Enterprises,46.8,15.0,600.0,Non-Exclusive,30.0,9.904761904761903,24.43019943019943,5.490832580276735,10.161491815158309,Tier 5,1333.0,952.0,971.0,19.0,29130.0
106,SIPA309,Basha Agencies,Nellore,Non-Exclusive,Naidupeta,40,40,0,26,41,0,56,0,0,22,34,24,40,30,30,30,40,40,45,45,50,35,40,20,HLLHHH,ANNNNA,Low Achievement,30,0.0024855012427506215,Emerging Performer,262.5,37.122499999999995,0.0009282014019793552,0.0013105493832307582,0.1571371584336148,0.005659910493150752,SIPA309,Basha Agencies,39.3,20.0,230.0,Non-Exclusive,30.0,14.971428571428572,59.9787955894826,11.411144515060904,21.83673154121878,Tier 2,1833.0,1611.0,1611.0,0.0,48330.0
107,SIPA310,SRI VENKATA SAI STEELS,Prakasam,Non-Exclusive,Kandukur,12,41,63,9,0,12,27,32,24,20,25,10,25,20,20,24,24,24,30,30,20,20,24,24,HHHHHL,NAAAAN,Moderate Achievement,25,0.002071251035625518,Consistently Strong Performer,140.0,0.0,1.1387423382761158e-05,0.0192286763560474,0.0,0.005565391465733819,SIPA310,Sri Venkata Sai Steels,37.8,24.0,140.0,Non-Exclusive,25.0,26.999999999999996,60.8531746031746,11.133540982762568,24.25075951029246,Tier 2,1833.0,1611.0,1643.0,32.0,41080.0
108,SIPA315,Vemuri Steels,Krishna,Non-Exclusive,Tiruvuru,12,16,40,12,13,0,14,16,0,22,0,0,12,15,12,20,20,12,15,15,20,10,20,15,LLLHLL,NANANN,Low Achievement,20,0.0016570008285004142,Consistently Weak Performer,147.0,9.365833333333333,0.0006246298609740226,0.0001711166314696231,0.055639585133967155,0.0031160997680141555,SIPA315,Vemuri Steels,60.5,16.0,80.0,Non-Exclusive,20.0,41.156462585034014,19.939393939393938,5.798106768296566,15.69803536586353,Tier 4,1500.0,1110.0,1110.0,0.0,22200.0
109,SIPA317,CHALLA VENKATA SUBBAIAH AND COMPANY,Krishna,Exclusive,Krishna,12,0,0,13,12,0,14,0,13,12,12,0,25,12,12,12,24,24,15,15,10,10,12,12,HLHHHL,NNAAAN,Moderate Achievement,15,0.0012427506213753107,Emerging Performer,5000.0,0.0,2.6084665745643394e-05,0.0004349299582354725,0.0,0.02084932305668626,SIPA317,Challa Venkata Subbaiah And Company,27.6,6.0,5000.0,Exclusive,15.0,0.552,26.814613526570046,3.5240339085466394,7.587743050441993,Tier 6,,,,,
110,SIPA318,URUKUNDU ERANNA SWAMY AGENCIES,Kurnool,Non-Exclusive,PATTIKONDA,0,17,15,0,25,0,0,8,24,0,0,20,20,15,15,20,25,25,22,22,20,20,20,10,LLHLLH,NNANNA,Low Achievement,25,0.002071251035625518,Consistently Weak Performer,70.0,9.128333333333332,0.0001539506743027189,0.004650481475824195,0.04697992154776942,0.011556557259298335,SIPA318,Urukundu Eranna Swamy Agencies,60.0,8.0,70.0,Non-Exclusive,25.0,85.71428571428571,15.07777777777778,4.326767402381511,22.754473139841604,Tier 2,1833.0,1611.0,1611.0,0.0,40280.0
111,SIPA319,Gayatri Steels,East Godavari,Non-Exclusive,Samarlakota,0,0,33,38,13,16,30,36,28,26,60,30,40,30,30,50,60,60,25,25,25,20,30,30,HHHLHL,AAAAAN,High Achievement,50,0.004142502071251036,Consistently Strong Performer,420.0,0.17555555555555558,0.0002079630399863111,0.0004909637876863131,0.0,0.0029680465792952873,SIPA319,Gayatri Steels,99.7,27.0,200.0,Non-Exclusive,50.0,23.738095238095237,25.795720494817786,12.45815285942477,17.38165486223747,Tier 3,1667.0,1323.0,1349.0,26.0,67450.0
112,SIPA320,VANAMA APPANNA & SONS IRON COMPANY,Guntur,Non-Exclusive,Guntur,14,26,30,12,0,13,25,0,12,12,12,13,25,25,25,25,30,30,30,30,35,20,24,15,HLLHHH,NNNNNN,No Achievement,15,0.0012427506213753107,Emerging Performer,1260.0,1.0125,0.0002289066103534183,0.00022680430598949323,0.0,0.005515300565893322,SIPA320,Vanama Appanna & Sons Iron Company,56.5,13.0,0.0,Non-Exclusive,15.0,4.484126984126984,25.042772861356934,6.815444456938937,9.994646643260147,Tier 5,1333.0,952.0,952.0,0.0,14280.0
113,SIPA321,LALITHA SAI TRADERS,Prakasam,Non-Exclusive,Parchur,0,16,8,10,0,9,21,25,20,20,20,15,20,15,15,15,15,15,20,20,20,20,24,24,HHHHHL,AAANNN,Moderate Achievement,25,0.002071251035625518,Emerging Performer,105.0,7.140833333333333,0.0001659184287982087,0.0004070322644237774,0.030674489728076588,0.0027770822639660124,SIPA321,Lalitha Sai Traders,38.0,12.0,120.0,Non-Exclusive,25.0,36.19047619047619,35.989035087719294,6.584582368585414,18.386651676790343,Tier 3,1667.0,1323.0,1323.0,0.0,33080.0
114,SIPA324,Sri Balaji Traders (T),Anantapur,Non-Exclusive,Thimmampalli,0,6,0,0,0,0,10,10,9,0,10,0,15,5,5,5,5,10,10,10,10,10,10,12,HHHLHL,AANNNN,Low Achievement,15,0.0012427506213753107,Emerging Performer,52.5,0.0,0.011110744855831429,0.0006388930974365321,0.0,,SIPA324,Sri Balaji Traders (T),12.6,3.0,50.0,Non-Exclusive,15.0,24.0,30.363756613756614,1.7803748257357037,11.940976218192745,Tier 5,1333.0,952.0,952.0,0.0,14280.0
115,SIPA329,SREE RAMA STEELS,Cuddapah,Non-Exclusive,Proddatur,74,61,86,61,50,25,30,31,34,0,31,30,70,70,70,70,70,70,80,80,80,80,80,40,LLLLHH,NNNNNN,No Achievement,35,0.002899751449875725,Consistently Weak Performer,735.0,6.240833333333332,0.0005135187087106328,0.002115019512467006,0.028513729140349713,0.002781481699486621,SIPA329,Sree Rama Steels,59.5,47.0,750.0,Non-Exclusive,35.0,8.095238095238095,71.68067226890756,20.716349886127006,28.384992004505335,Tier 1,2000.0,2000.0,2000.0,0.0,70000.0
116,SIPA330,SRI VENKATARAMANA IRON AND HARDWARE,Prakasam,Non-Exclusive,Pamuru,13,15,30,12,14,13,21,23,12,13,24,11,20,15,15,15,20,20,18,18,20,10,17,17,HHLLHL,AANAAN,Moderate Achievement,20,0.0016570008285004142,Target-Oriented Performer,210.0,5.160833333333334,0.0005922224415638672,0.0002613018456083473,0.02007014161292467,0.0021482820684511398,SIPA330,Sri Venkataramana Iron And Hardware,44.9,19.0,170.0,Non-Exclusive,20.0,21.38095238095238,37.50000000000001,8.126643571425669,16.652176619045882,Tier 4,1500.0,1110.0,1110.0,0.0,22200.0
117,SIPA331,M.B.S TRADERS,Krishna,Non-Exclusive,MACHILIPATNAM,13,12,28,12,16,14,17,16,0,13,12,13,12,10,12,12,15,15,15,15,20,20,20,12,HLLHLH,AANNNA,Moderate Achievement,15,0.0012427506213753107,Fluctuating Performer,300.0,9.1275,0.0002712346683585191,0.00024129406658889686,0.05323781663453228,0.0034711053215487264,SIPA331,M.B.S Traders,23.2,17.0,300.0,Non-Exclusive,15.0,7.733333333333333,59.68390804597703,6.667904073008782,17.484190719667343,Tier 3,1667.0,1323.0,1323.0,0.0,19840.0
118,SIPA332,SAI SUDHA STEELS,Krishna,Non-Exclusive,Vijayawada,21,12,12,13,12,0,21,13,11,15,10,12,24,12,12,20,24,24,20,20,20,20,24,12,HHLHLH,ANNNNN,Low Achievement,15,0.0012427506213753107,Emerging Performer,2100.0,0.0,0.00010544977450520747,0.0003183795929777241,0.0,0.009080866773586764,SIPA332,Sai Sudha Steels,110.4,12.0,5000.0,Non-Exclusive,15.0,5.257142857142857,11.422856280193235,6.065142669789988,6.9750854293412115,Tier 6,,,,,
119,SIPA333,KR STEELS AND CEMENT,Prakasam,Non-Exclusive,Singarayakonda,33,55,38,41,25,25,30,39,33,26,14,12,30,25,25,30,40,40,40,40,35,35,40,35,LHHLLL,NNNNNN,No Achievement,20,0.0016570008285004142,Consistently Weak Performer,189.0,12.795833333333334,7.370373100138184e-05,0.005014599201787216,0.05542212397225361,0.0032612198317639755,SIPA333,Kr Steels And Cement,51.7,33.0,160.0,Non-Exclusive,20.0,27.354497354497354,59.62765957446808,14.9500814926914,26.36648028140793,Tier 2,1833.0,1611.0,1611.0,0.0,32220.0
120,SIPA334,DSR & CO,Guntur,Non-Exclusive,REPALLE,13,20,32,19,12,0,18,11,21,12,0,11,20,20,20,20,24,24,25,25,20,20,20,15,HLHLLH,NNANNN,Low Achievement,20,0.0016570008285004142,Fluctuating Performer,250.0,5.06,0.00024037045939646646,0.0005039400429275603,0.03965826740243335,0.0031479035139446304,SIPA334,Dsr & Co,36.1,16.0,250.0,Non-Exclusive,20.0,14.44,39.45290858725761,6.8609665588677995,14.895161652772202,Tier 4,1500.0,1110.0,1110.0,0.0,22200.0
121,SIPA336,SRI RAGHAVENDRA STEEL CORPORATION,Guntur,Non-Exclusive,TENALI,11,19,25,12,0,9,0,24,9,7,0,12,30,20,20,20,30,24,22,22,20,20,24,20,LHLLLH,NANNNN,Low Achievement,25,0.002071251035625518,Consistently Weak Performer,400.0,23.260833333333338,6.985187772291768e-05,0.0005824504677205156,0.08274881989229439,0.2597262720629163,SIPA336,Sri Raghavendra Steel Corporation,120.6,12.0,400.0,Non-Exclusive,25.0,30.15,8.821862907683803,5.103488266542746,10.85646554146241,Tier 5,1333.0,952.0,952.0,0.0,23800.0
122,SIPA338,DEVI STEELS,Guntur,Non-Exclusive,Sattenapalli,35,0,0,20,0,0,0,12,0,0,0,12,35,25,25,25,30,30,25,25,20,20,24,5,LHLLLH,NNNNNN,No Achievement,0,0.0,Consistently Weak Performer,210.0,14.078333333333333,0.0002112699195179596,0.00016805025017846016,0.05632936639851074,0.009896449848977019,SIPA338,Devi Steels,95.8,5.0,150.0,Non-Exclusive,0.0,45.61904761904762,4.740634423567617,2.129445348413433,11.349603617571109,Tier 5,1333.0,952.0,952.0,0.0,0.0
123,SIPA339,Sri Balaji Agencies (B),Guntur,Non-Exclusive,Bapatla,42,31,45,26,28,26,0,23,20,24,25,28,60,40,40,45,50,50,40,40,50,35,35,24,LLLHHH,NNNNNA,Low Achievement,30,0.0024855012427506215,Declining Performer,210.0,8.238333333333335,0.00027740751015092966,0.01048739896171627,0.05470048534007048,0.0009940885804442254,SIPA339,Sri Balaji Agencies(B),103.0,25.0,100.0,Non-Exclusive,30.0,49.047619047619044,25.728964401294498,12.83980691041765,22.6592008360333,Tier 2,1833.0,1611.0,1611.0,0.0,48330.0
124,SIPA342,ANJANEYA STEEL & CEMENTS,Krishna,Non-Exclusive,Machilipatnam,12,16,27,15,0,0,11,13,19,16,0,11,20,15,15,15,20,20,20,20,20,20,20,12,LHHHLH,NNNNNN,No Achievement,15,0.0012427506213753107,Emerging Performer,420.0,7.425833333333333,0.00029592603552816126,0.0002382512168630221,0.03786317399109102,0.004700434228596041,SIPA342,Anjaneya Steel & Cements,28.2,11.0,300.0,Non-Exclusive,15.0,6.714285714285714,41.279550827423165,5.592037967600728,12.953990088902215,Tier 5,1333.0,952.0,952.0,0.0,14280.0
125,SIPA343,SREE LAKSHMI TRADERS,Chittoor,Non-Exclusive,Chittoor,40,48,39,35,23,16,25,40,20,40,20,23,50,50,45,45,50,50,45,45,50,50,50,30,LHLHLL,NNNNNN,No Achievement,30,0.0024855012427506215,Consistently Weak Performer,735.0,8.089166666666667,0.0005366668654321723,0.0018391138800907922,0.04279968087228243,0.001839945250501775,SIPA343,Sree Lakshmi Traders,123.2,30.0,650.0,Non-Exclusive,30.0,16.761904761904763,25.068317099567107,14.977719911719642,17.35267631932616,Tier 3,1667.0,1323.0,1323.0,0.0,39690.0
126,SIPA344,SRIRAM STEEL AND CEMENT,Krishna,Non-Exclusive,Vissannapeta,13,13,11,0,12,0,12,0,0,12,0,0,12,5,5,12,10,10,10,10,10,10,12,12,HLLHLL,ANNANN,Low Achievement,15,0.0012427506213753107,Consistently Weak Performer,68.25,4.935277777777777,0.00012335779904582708,8.147830707338772e-05,0.010820424173924606,0.031685704169197276,SIPA344,Sriram Steel And Cement,100.7,6.0,65.0,Non-Exclusive,15.0,100.0,6.054286660046342,2.887943823558501,22.94362362614437,Tier 2,1833.0,1611.0,1611.0,0.0,24160.0
127,SIPA345,SREE NARAYANA SWAMY STEEL SYNDICATE,Prakasam,Non-Exclusive,Kanigiri,22,21,48,10,10,13,25,30,21,13,24,11,20,15,15,20,24,20,20,20,20,20,24,24,HHLLHL,AAANAN,Moderate Achievement,20,0.0016570008285004142,Target-Oriented Performer,147.0,29.971666666666668,0.00034407420150896347,0.001803575972793891,0.15048035369988697,0.00900475148633655,SIPA345,Sree Narayana Swamy Steel Syndicate,51.7,23.0,140.0,Non-Exclusive,20.0,35.17006802721089,40.238555770470654,10.060926456063719,21.11828063317454,Tier 3,1667.0,1323.0,1323.0,0.0,26460.0
128,SIPA346,Onkar Sri Jagannadh Traders,West Godavari,Non-Exclusive,Chintalpudi,0,0,0,0,12,7,26,22,21,37,15,0,12,12,12,12,15,12,10,10,10,10,15,15,HHHHLL,AAAANN,Moderate Achievement,30,0.0024855012427506215,Consistently Strong Performer,126.0,0.0,0.0011107411521263527,0.0192286763560474,0.0,,SIPA346,Onkar Sri Jagannadh Traders,51.4,11.0,100.0,Non-Exclusive,30.0,40.79365079365079,22.754539559014265,5.618863491951664,16.08095616570401,Tier 4,1500.0,1110.0,1132.0,22.0,33960.0
129,SIPA347,SURAKSHA STEELS & CEMENT,Nellore,Non-Exclusive,Atmakur,26,23,13,13,13,13,26,27,22,23,0,21,30,20,20,20,24,25,30,30,20,20,24,20,HHHHLH,NNAANA,Moderate Achievement,30,0.0024855012427506215,Emerging Performer,157.5,0.0,0.0011107411521263527,0.0192286763560474,0.0,,SIPA347,Suraksha Steels & Cement,162.4,17.0,60.0,Non-Exclusive,30.0,100.0,11.259749589490967,8.833049046000356,27.55177934549841,Tier 1,2000.0,2000.0,2000.0,0.0,60000.0
130,SIPA349,MAADHURI STEELS AND CEMENTS,Prakasam,Exclusive,ONGOLE,20,12,0,0,19,0,13,21,0,0,14,0,25,15,15,15,20,20,20,20,20,20,15,10,HHLLHL,NANNNN,Low Achievement,20,0.0016570008285004142,Fluctuating Performer,400.0,7.040833333333333,0.0003551853167353025,0.0002687225711601623,0.04028987434346121,0.00415923054970075,SIPA349,Maadhuri Steels And Cements,20.2,9.0,1200.0,Exclusive,20.0,5.05,40.754950495049506,3.9296683525199056,11.518791110521844,Tier 5,1333.0,952.0,952.0,0.0,19040.0
131,SIPA350,Sri Venkata Durga Traders,Visakhapatnam,Non-Exclusive,Narsipatnam,0,0,16,0,5,0,0,13,0,0,5,0,15,15,15,20,15,12,10,10,10,10,12,5,LHLLHL,NANNNN,Low Achievement,15,0.0012427506213753107,Consistently Weak Performer,210.0,0.0,1.4746793065705669e-05,0.0192286763560474,0.0,0.0027113923295044987,SIPA350,Sri Venkata Durga Traders,159.4,6.0,150.0,Non-Exclusive,15.0,75.90476190476191,2.068695106649937,1.5226872130312434,16.50830373010112,Tier 4,1500.0,1110.0,1110.0,0.0,16650.0
132,SIPA351,MAHALAKSHMI GENERAL TRADERS,Krishna,Non-Exclusive,NIDUMOLU,8,0,12,12,0,0,8,0,11,6,0,0,12,10,10,12,12,12,10,10,10,10,12,12,HLHHLL,NNANNN,Low Achievement,15,0.0012427506213753107,Fluctuating Performer,60.0,0.0,0.00042291020954346377,0.00047863634520712813,0.0,0.0024229684146870596,SIPA351,Mahalakshmi General Traders,15.7,5.0,60.0,Non-Exclusive,15.0,26.166666666666664,30.222929936305736,2.22868624026728,12.615131064754848,Tier 5,1333.0,952.0,952.0,0.0,14280.0
133,SIPA356,SRI SIVAGANESH TRADERS,Cuddapah,Non-Exclusive,Kalasipadu,12,13,0,12,12,13,0,0,12,13,13,12,12,5,5,12,12,12,10,10,10,10,10,12,LLHHHH,NNAAAN,Moderate Achievement,15,0.0012427506213753107,Emerging Performer,31.5,8.545555555555556,0.00023243394852051004,0.0001314133820434194,0.01518072823172218,0.012400061242113208,SIPA356,Sri Sivaganesh Traders,14.5,6.0,30.0,Non-Exclusive,15.0,46.03174603174603,64.79885057471265,4.497068837276098,24.864360623657397,Tier 2,1833.0,1611.0,1611.0,0.0,24160.0
134,SIPA357,TIRUMALA AGENCIES,Cuddapah,Non-Exclusive,Sundupalli,20,25,0,16,25,0,25,30,0,0,12,0,25,15,15,20,20,20,20,20,20,20,25,12,HHLLLL,AANNNN,Low Achievement,25,0.002071251035625518,Consistently Weak Performer,105.0,11.429444444444442,0.00033633009089666663,0.00014466616689699606,0.050187819958779335,0.00451908621404322,SIPA357,Tirumala Agencies,60.0,16.0,100.0,Non-Exclusive,25.0,57.14285714285714,21.31944444444445,6.1533417422771635,19.384465362826617,Tier 3,1667.0,1323.0,1323.0,0.0,33080.0
135,SIPA361,KAARTHIKEYA TRADERS,Prakasam,Non-Exclusive,MARKAPUR,6,20,27,0,13,0,0,12,24,13,0,11,20,15,15,20,24,20,20,20,20,20,20,20,LHHHLH,NNANNN,Low Achievement,20,0.0016570008285004142,Emerging Performer,300.0,0.0,5.114640342283019e-07,0.0192286763560474,0.0,0.059390581308214535,SIPA361,KAARTHIKEYA TRADERS,55.8,9.0,300.0,Non-Exclusive,20.0,18.6,18.639486260454003,4.987244327688683,10.44024384870401,Tier 5,1333.0,952.0,952.0,0.0,19040.0
136,SIPA363,RAGHU RAM STEEL TRADERS,Krishna,Non-Exclusive,VIJAYAWADA,31,53,13,48,27,16,41,78,58,72,78,52,50,35,30,35,60,45,40,40,50,50,55,50,HHHHHL,AAAAAA,High Achievement,80,0.006628003314001657,Consistently Strong Performer,5000.0,0.0,0.022221860082170402,0.0003183795929777241,0.0,,SIPA363,Raghu Ram Steel Traders,401.7,37.0,5000.0,Non-Exclusive,80.0,8.033999999999999,11.746328105551406,22.928236303063397,17.713007402948318,Tier 3,1667.0,1323.0,1349.0,26.0,107920.0
137,SIPA364,NAGARJUNA AGENCIES,Cuddapah,Non-Exclusive,CHITVEL,25,34,0,25,25,16,25,25,0,24,21,0,20,20,20,25,25,25,25,25,20,20,24,20,HHLHHL,AANANN,Moderate Achievement,30,0.0024855012427506215,Emerging Performer,100.0,8.1,0.00026770733019142737,0.005534008438261965,0.04901602287081976,0.0027450604408873983,SIPA364,Nagarjuna Agencies,16.6,19.0,100.0,Non-Exclusive,30.0,16.6,100.0,8.859468123012643,28.635680873807587,Tier 1,2000.0,2000.0,2000.0,0.0,60000.0
138,SIPA367,SRI SAI SRINIVASA TRADERS,Prakasam,Non-Exclusive,PODILI,0,14,25,0,13,0,14,12,14,23,15,12,12,10,12,12,12,12,10,10,10,10,15,15,HHHHHL,AAAANN,Moderate Achievement,20,0.0016570008285004142,Consistently Strong Performer,120.0,7.583333333333333,0.0003170900645307117,0.0015655951864152599,0.06683398710192141,0.009342518008516043,SIPA367,Sri Sai Srinivasa Traders,22.2,11.0,120.0,Non-Exclusive,20.0,18.5,53.119369369369366,5.66601138323513,17.723480703814953,Tier 3,1667.0,1323.0,1349.0,26.0,26980.0
139,SIPA368,NAGA SAI ASSOCIATES,Guntur,Non-Exclusive,PIDUGURALLA,13,22,23,15,16,0,22,20,18,11,6,13,20,15,15,15,15,15,20,20,20,20,24,15,HHHLLH,AANNNN,Low Achievement,20,0.0016570008285004142,Emerging Performer,120.0,0.0,0.0011107411521263527,0.0192286763560474,0.0,,SIPA368,Naga Sai Associates,38.6,16.0,120.0,Non-Exclusive,20.0,32.166666666666664,38.61830742659758,7.184905087772303,18.46793787131623,Tier 3,1667.0,1323.0,1323.0,0.0,26460.0
140,SIPA373,S S Enterprises,East Godavari,Exclusive,Tapeswaram,0,0,0,41,21,21,30,28,30,0,51,30,50,30,30,40,50,40,25,25,25,20,30,25,HHHLHH,AAANAA,High Achievement,45,0.003728251864125932,Consistently Strong Performer,367.5,0.0,0.0011107411521263527,0.0192286763560474,0.0,,SIPA373,S S Enterprises,38.7,24.0,750.0,Exclusive,45.0,10.530612244897961,54.38630490956072,10.180015526288338,19.091392746664738,Tier 3,1667.0,1323.0,1349.0,26.0,60700.0
141,SIPA375,PARAMESWARI TRADERS,Guntur,Non-Exclusive,Gullapalli,0,24,15,13,20,12,0,13,12,12,11,11,12,10,12,12,15,15,10,10,10,10,12,12,LLLHLH,NAAANN,Moderate Achievement,15,0.0012427506213753107,Fluctuating Performer,73.5,11.433333333333332,0.0001101528920613298,0.004073269588922303,0.07076490924805533,0.02234119471757637,SIPA375,Parameswari Traders,38.2,12.0,70.0,Non-Exclusive,15.0,51.972789115646265,31.206369982547987,5.728604273387318,20.072994383671244,Tier 3,1667.0,1323.0,1323.0,0.0,19840.0
142,SIPA377,RENUKA STEEL AND CEMENT,Chittoor,Non-Exclusive,MULAKALACHERUVU,0,16,0,20,0,13,15,14,0,15,15,13,12,10,12,12,12,12,10,10,10,10,12,12,HHLHHH,AANAAA,High Achievement,20,0.0016570008285004142,Consistently Strong Performer,75.0,23.571666666666662,0.00020280430791693946,0.0037199583983631387,0.11275846020876272,0.017337506709229,SIPA377,Renuka Steel And Cement,30.9,11.0,75.0,Non-Exclusive,20.0,41.199999999999996,32.85329018338727,4.865716573432163,17.730087980736755,Tier 3,1667.0,1323.0,1349.0,26.0,26980.0
143,SIPA378,SRI RAGAVENDRA TRADERS,Prakasam,Non-Exclusive,ULAVAPADU,13,0,12,12,13,0,12,13,0,12,0,11,12,10,10,12,12,12,10,10,10,10,10,10,HHLHLH,AANANA,Moderate Achievement,15,0.0012427506213753107,Consistently Strong Performer,60.0,23.002499999999998,0.0006424870104449245,0.001454745654240771,0.1151685393258427,0.006421222638028955,SIPA378,Sri Ragavendra Traders,30.3,10.0,60.0,Non-Exclusive,15.0,50.5,29.752475247524746,4.311322403512788,18.637288491612626,Tier 3,1667.0,1323.0,1349.0,26.0,20240.0
144,SIPA382,SRI VENKATESWARA TRADERS,Chittoor,Non-Exclusive,SANTHIPURAM,10,10,7,0,0,11,9,20,10,13,12,12,12,5,10,12,15,15,10,10,10,10,12,12,HHHHHL,NANANN,Low Achievement,15,0.0012427506213753107,Emerging Performer,100.0,0.0,9.033261093195718e-05,0.00021154175815812142,0.0,0.013068368406398835,SIPA382,Sri Venkateswara Traders,32.5,8.0,100.0,Non-Exclusive,15.0,32.5,29.35384615384616,4.567384226862647,15.11119976688682,Tier 4,1500.0,1110.0,1110.0,0.0,16650.0
145,SIPA384,KUSUMA IRON AND HARDWARES,Nellore,Non-Exclusive,Kavali,15,10,24,7,12,12,10,0,0,13,13,0,10,10,12,15,20,20,15,15,20,10,12,12,LLLHHL,NNNAAN,Low Achievement,15,0.0012427506213753107,Consistently Weak Performer,262.5,0.0,0.008888521810563633,0.0007991498496659361,0.0,,SIPA384,Kusuma Iron And Hardwares,21.9,11.0,250.0,Non-Exclusive,15.0,8.342857142857142,44.53196347031964,4.671028298218541,13.377581101566483,Tier 5,1333.0,952.0,952.0,0.0,14280.0
146,SIPA385,SRI SAI ENTERPRISES,Cuddapah,Non-Exclusive,SIMHADRIPURAM,13,11,0,12,9,0,12,0,11,6,10,0,12,10,12,12,12,12,10,10,10,10,10,12,HLHLHL,ANANAN,Moderate Achievement,15,0.0012427506213753107,Fluctuating Performer,50.0,0.0,0.0011107411521263527,0.0192286763560474,0.0,,SIPA385,Sri Sai Enterprises,12.6,6.0,50.0,Non-Exclusive,15.0,25.2,55.40343915343915,3.319184449866753,18.11219850060788,Tier 3,1667.0,1323.0,1323.0,0.0,19840.0
147,SIPA386,GIRI TRADERS,Nellore,Non-Exclusive,SANGAM,10,13,12,0,11,0,13,13,0,11,13,0,12,10,10,5,10,10,10,10,10,10,12,12,HHLHHL,AANAAN,Moderate Achievement,15,0.0012427506213753107,Consistently Strong Performer,50.0,0.0,5.253970199883142e-05,0.0012799201063541483,0.0,0.00432617048160595,SIPA386,Giri Traders,11.5,8.0,50.0,Non-Exclusive,15.0,23.0,69.68115942028986,3.822772702454807,20.829895505530857,Tier 3,1667.0,1323.0,1349.0,26.0,20240.0
