Dealer_Code,Dealer_Name,dealer_district,dealer_taluka,dealer_type,population,taluka_population,CS,Region,dealer_status,market_potential,Apr_2223_sales,May_2223_sales,Jun_2223_sales,Jul_2223_sales,Aug_2223_sales,Sep_2223_sales,Oct_2223_sales,Nov_2223_sales,Dec_2223_sales,Jan_2223_sales,Feb_2223_sales,Mar_2223_sales,Apr_2324_sales,May_2324_sales,Jun_2324_sales,Jul_2324_sales,Aug_2324_sales,Sep_2324_sales,Oct_2324_sales,Nov_2324_sales,Dec_2324_sales,Jan_2324_sales,Feb_2324_sales,Mar_2324_sales,Apr_2425_sales,May_2425_sales,Jun_2425_sales,Jul_2425_sales,Aug_2425_sales,Sep_2425_sales,Oct_2425_sales,Nov_2425_sales,Dec_2425_sales,Jan_2425_sales,Feb_2425_sales,Mar_2425_sales,Apr_2223_Target,May_2223_Target,Jun_2223_Target,Jul_2223_Target,Aug_2223_Target,Sep_2223_Target,Oct_2223_Target,Nov_2223_Target,Dec_2223_Target,Jan_2223_Target,Feb_2223_Target,Mar_2223_Target,Apr_2324_Target,May_2324_Target,Jun_2324_Target,Jul_2324_Target,Aug_2324_Target,Sep_2324_Target,Oct_2324_Target,Nov_2324_Target,Dec_2324_Target,Jan_2324_Target,Feb_2324_Target,Mar_2324_Target,Apr_2425_Target,May_2425_Target,Jun_2425_Target,Jul_2425_Target,Aug_2425_Target,Sep_2425_Target,Oct_2425_Target,Nov_2425_Target,Dec_2425_Target,Jan_2425_Target,Feb_2425_Target,Mar_2425_Target,Apr_2223_counter,May_2223_counter,Jun_2223_counter,Jul_2223_counter,Aug_2223_counter,Sep_2223_counter,Oct_2223_counter,Nov_2223_counter,Dec_2223_counter,Jan_2223_counter,Feb_2223_counter,Mar_2223_counter,Apr_2324_counter,May_2324_counter,Jun_2324_counter,Jul_2324_counter,Aug_2324_counter,Sep_2324_counter,Oct_2324_counter,Nov_2324_counter,Dec_2324_counter,Jan_2324_counter,Feb_2324_counter,Mar_2324_counter
SIPA049,Jayalakshmi Steels,East Godavari,Rajahmundry,Exclusive,8274560.0,,237.3,AP,Active,1575.0,111.0,102.0,114.0,20.0,105.0,102.0,51.0,69.0,101.0,10.0,72.0,81.0,50.0,70.0,78.0,0.0,97.0,0.0,51.0,59.0,0.0,0.0,0.0,0.0,94.50999999999996,99.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,110.0,100.0,100.0,100.0,80.0,104.0,104.0,104.0,104.0,104.0,100.0,120.0,100.0,110.0,110.0,110.0,100.0,100.0,70.0,70.0,70.0,70.0,70.0,90.0,120.0,100.0,90.0,90.0,90.0,60.0,60.0,0.0,0.0,0.0,557.6820679,676.3591919,569.5045166,589.9517212,610.8304443,1.0,481.9618835,691.2062378,505.8218689,647.1768799,667.5461426,1200.88623,193.0,232.0,202.0,184.0,192.0,216.0,187.0,191.0,231.0,174.0,206.0,226.0
SIPA054,Sri R K Steels And Cements,East Godavari,Tatipaka,Non-Exclusive,8274560.0,,25.200000000000003,AP,Active,577.5,13.0,0.0,8.0,26.0,15.0,0.0,0.0,10.0,11.0,4.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.860000000000003,0.0,12.34,14.77,20.060000000000002,11.89,25.0,20.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,15.0,12.0,12.0,12.0,12.0,12.0,12.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,25.075000000000003,33.03945923,3.52692008,9.948679924,10.90904045,16.25720024,1.0,26.29920959,10.99520016,18.45487976,6.217100143,11.3341198,81.21334076,68.0,22.0,21.0,21.0,21.0,20.0,20.0,20.0,42.0,20.0,26.0,24.0
SIPA056,Sri Sivashankar Traders,Guntur,Cherukupalli,Non-Exclusive,6629265.0,60385.0,102.9,AP,Inactive,105.0,0.0,0.0,13.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,13.0,12.0,13.0,13.0,0.0,0.0,12.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,15.0,15.0,12.0,12.0,0.0,10.0,0.0,36.0,36.0,15.0,15.0,15.0,15.0,18.0,15.0,15.0,15.0,15.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,124.1445007,125.0971222,120.0,120.0,1.0,120.0,120.0,120.0,124.1344833,124.1561432,90.58332062,90.0,100.0,91.0,95.0,132.0,91.0,91.0,90.0,90.0,90.0,93.0,98.0
SIPA057,Sai Renuka Iron Traders,Guntur,Chilakaluripeta,Exclusive,6629265.0,52231.0,60.900000000000006,AP,Active,262.5,26.0,26.0,13.0,28.0,24.0,22.0,22.0,25.0,0.0,30.0,24.0,26.0,24.0,26.0,25.0,24.0,0.0,13.0,26.0,21.0,0.0,10.0,0.0,14.0,13.89,0.0,11.02,21.160000000000004,24.15,20.22,0.0,20.04,0.0,0.0,11.719999999999999,24.34,22.0,22.0,22.0,22.0,22.0,22.0,22.0,30.0,30.0,25.0,25.0,25.0,25.0,30.0,25.0,25.0,25.0,25.0,20.0,20.0,20.0,20.0,20.0,12.0,12.0,15.0,20.0,24.0,20.0,20.0,20.0,20.0,24.0,12.0,12.0,14.649999999999999,48.43426895,44.62977982,23.02592087,44.38700104,38.85776138,1.0,37.81402969,63.33816147,38.66648102,25.22294044,84.25282288,53.16627884,78.0,53.0,79.0,65.0,66.0,44.0,53.0,42.0,74.0,71.0,62.0,58.0
SIPA058,SAKALA VENKATESWARLU & COMPANY,Guntur,Chilakaluripet,Non-Exclusive,6629265.0,,81.9,AP,Active,262.5,18.0,20.0,18.0,19.0,33.0,0.0,34.0,16.0,14.0,30.0,20.0,20.0,21.0,24.0,26.0,21.0,26.0,44.0,35.0,30.0,28.0,17.0,13.0,26.0,13.73,12.45,24.66,12.29,30.26,12.09,12.04,12.44,12.3,11.95,12.46,16.05,17.0,20.0,20.0,20.0,20.0,20.0,18.0,26.0,26.0,20.0,20.0,20.0,20.0,24.0,20.0,20.0,20.0,20.0,20.0,20.0,25.0,25.0,25.0,25.0,24.0,24.0,24.0,24.0,30.0,30.0,20.0,20.0,24.0,20.0,20.0,15.575000000000001,44.96274948,42.49842072,36.82963181,49.0,43.38571167,1.0,30.01160049,33.90475845,23.11651993,14.77995968,43.77478027,38.76720047,48.0,31.0,46.0,40.0,47.0,53.0,31.0,37.0,47.0,52.0,46.0,78.0
SIPA059,,Guntur,Dachepalli,Non-Exclusive,6629265.0,94275.0,84.0,,,294.0,66.0,46.0,52.0,38.0,42.0,42.0,30.0,32.0,46.0,52.0,52.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,45.0,45.0,45.0,50.0,40.0,40.0,40.0,56.0,56.0,50.0,50.0,70.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,109.536377,65.20613098,51.21060181,44.67396927,34.26433945,1.0,95.38765717,49.39825821,15.9000597,50.23947906,78.00691986,161.2713928,162.0,81.0,111.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
SIPA061,Sri Durga Steels,Guntur,Gullapalli,Non-Exclusive,6629265.0,,80.85000000000001,AP,Active,73.5,33.0,15.0,16.0,28.0,22.0,28.0,21.0,21.0,0.0,21.0,13.0,20.0,16.0,15.0,13.0,13.0,26.0,14.0,14.0,12.0,12.0,16.0,13.0,12.0,12.44,13.02,13.18,11.39,13.68,16.810000000000002,0.0,10.1,12.23,0.0,11.79,11.45,26.0,25.0,20.0,20.0,20.0,20.0,20.0,34.0,34.0,20.0,20.0,20.0,15.0,18.0,12.0,12.0,12.0,12.0,12.0,12.0,20.0,12.0,12.0,12.0,12.0,15.0,20.0,12.0,15.0,15.0,10.0,10.0,12.0,12.0,12.0,14.737499999999999,44.20366287,32.77587891,31.15975952,45.79188156,33.60523987,1.0,45.88240051,23.09472084,22.61804008,21.17416,39.58285904,121.090683,83.0,78.0,82.0,87.0,93.0,76.0,76.0,75.0,97.0,77.0,98.0,77.0
SIPA064,Sri Venkata Nagasai Traders,Guntur,Karempudi,Non-Exclusive,6629265.0,66752.0,59.85,AP,Active,63.0,0.0,21.0,12.0,15.0,16.0,17.0,13.0,19.0,0.0,17.0,18.0,17.0,0.0,18.0,17.0,18.0,25.0,19.0,0.0,18.0,0.0,10.0,0.0,13.0,25.5,0.0,0.0,10.39,0.0,11.99,0.0,12.27,0.0,12.160000000000002,0.0,11.510000000000003,17.0,17.0,17.0,15.0,15.0,15.0,13.0,21.0,21.0,17.0,17.0,17.0,17.0,22.0,17.0,20.0,17.0,20.0,20.0,20.0,15.0,15.0,20.0,12.0,12.0,15.0,15.0,15.0,15.0,15.0,10.0,10.0,12.0,12.0,12.0,12.0,15.0,15.17362976,12.63053989,26.77380943,10.6534996,1.0,8.923760414,28.52802086,9.092599869,13.09220028,9.835399628,65.24495697,46.0,27.0,47.0,44.0,54.0,32.0,26.0,25.0,27.0,26.0,42.0,57.0
SIPA066,Srinivasa Steel Traders,Guntur,Mangalagiri,Exclusive,6629265.0,86690.0,390.6,AP,Active,367.5,25.0,40.0,40.0,27.0,40.0,31.0,33.0,0.0,44.0,47.0,32.0,36.0,46.0,43.0,12.0,25.0,32.0,30.0,19.0,31.0,33.0,11.0,20.0,36.0,32.22,24.770000000000003,31.41,15.37,38.010000000000005,24.51,27.8,35.61,37.7,23.75,36.040000000000006,34.07,45.0,45.0,45.0,40.0,30.0,30.0,30.0,42.0,42.0,30.0,30.0,34.0,35.0,42.0,40.0,40.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,20.0,24.0,25.0,30.0,30.0,34.0,34.0,20.0,20.0,35.0,35.0,35.0,45.05000000000001,62.51242065,29.02223015,10.44209957,24.25441933,40.7324791,1.0,16.33366013,23.71714973,14.47089958,31.78568077,11.77023983,547.8323975,460.0,426.0,383.0,322.0,367.0,327.0,301.0,368.0,300.0,337.0,322.0,372.0
SIPA070,,Guntur,Piduguralla,Non-Exclusive,6629265.0,59216.0,0.0,,,147.0,0.0,0.0,13.0,13.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,15.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,14.42584991,11.28441048,10.8080101,16.61474991,20.65770912,1.0,15.39748001,16.56785965,11.43130016,10.5092802,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPA072,,Guntur,Ponnuru,Non-Exclusive,6629265.0,63504.0,0.0,,,367.5,46.0,40.0,51.0,34.0,46.0,41.0,44.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,30.0,30.0,30.0,40.0,40.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,180.8883667,83.40467834,121.7273483,100.0764236,34.34706116,1.0,74.01268005,58.65256119,43.96842957,265.3315125,66.97502136,195.3958435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPA073,Sri Krishna Steels,Guntur,Repalle,Exclusive,6629265.0,61123.0,166.95000000000002,AP,Active,315.0,35.0,14.0,32.0,24.0,44.0,37.0,36.0,24.0,20.0,41.0,41.0,62.0,32.0,41.0,54.0,45.0,37.0,56.0,55.0,53.0,13.0,25.0,30.0,45.0,48.51,24.439999999999998,34.52,0.0,20.61,20.73,35.31,12.55,12.56,11.990000000000002,21.15,10.030000000000001,34.0,34.0,30.0,30.0,20.0,34.0,35.0,40.0,40.0,30.0,30.0,35.0,40.0,48.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,35.0,35.0,50.0,60.0,50.0,45.0,45.0,35.0,35.0,35.0,30.0,30.0,26.4375,50.36629868,7.251220226,7.933119774,29.87284088,26.01903915,1.0,15.19964027,7.133440018,15.70720005,18.74931908,85.68039703,99.43656158,34.0,43.0,47.0,43.0,114.0,30.0,30.0,48.0,33.0,44.0,43.0,159.0
SIPA077,Lakshmi Srinivasa Traders,Guntur,Tenali,Exclusive,6629265.0,75094.0,1.05,AP,Active,441.0,34.0,31.0,28.0,29.0,33.0,0.0,40.0,41.0,13.0,44.0,13.0,40.0,0.0,0.0,0.0,42.0,43.0,13.0,25.0,25.0,14.0,30.0,0.0,0.0,21.14,13.81,31.4,0.0,26.24,26.54,27.16,41.21,24.8,24.18,0.0,0.0,30.0,25.0,25.0,30.0,30.0,30.0,30.0,40.0,40.0,40.0,40.0,40.0,40.0,48.0,40.0,40.0,40.0,40.0,20.0,25.0,40.0,30.0,30.0,15.0,15.0,15.0,30.0,30.0,22.0,22.0,20.0,20.0,24.0,25.0,25.0,0.0,68.30309296,33.49996948,93.3951416,51.06594086,55.73102188,1.0,62.9566803,68.75598907,36.01411819,69.52892303,36.49158096,44.19427109,16.0,5.0,5.0,45.0,45.0,10.0,36.0,37.0,40.0,50.0,21.0,1.0
SIPA078,Gayatri Traders,Guntur,Tenali,Non-Exclusive,6629265.0,75094.0,43.05,AP,Inactive,441.0,0.0,0.0,15.0,15.0,16.0,15.0,0.0,0.0,0.0,0.0,12.0,15.0,0.0,16.0,16.0,12.0,12.0,13.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,14.0,14.0,0.0,12.0,12.0,12.0,15.0,11.0,11.0,10.0,10.0,12.0,12.0,15.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69091034,0.213119999,12.32411957,9.858360291,11.57999992,1.0,9.563220024,6.838140011,6.0,9.650279999,12.3020401,79.07800293,41.0,42.0,41.0,45.0,70.0,40.0,40.0,40.0,40.0,48.0,46.0,41.0
SIPA079,Lalitha Traders,Guntur,Tenali,Exclusive,6629265.0,75094.0,3.1500000000000004,AP,Active,441.0,45.0,52.0,40.0,41.0,50.0,0.0,55.0,51.0,0.0,50.0,38.0,39.0,13.0,44.0,0.0,0.0,0.0,38.0,0.0,40.0,0.0,32.0,39.0,0.0,31.23,25.02,22.0,0.0,25.38000000000001,25.43,26.91,35.43,37.900000000000006,47.99000000000001,24.259999999999998,0.0,41.0,41.0,41.0,40.0,40.0,40.0,40.0,51.0,51.0,35.0,35.0,35.0,35.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,20.0,24.0,24.0,24.0,25.0,22.0,22.0,20.0,20.0,24.0,25.0,25.0,30.324999999999996,83.89531708,53.6366806,86.64830017,62.96995926,73.88696289,1.0,77.14824677,71.50964355,26.22727966,77.16790009,61.46340942,40.53255844,13.0,43.0,11.0,6.0,9.0,28.0,0.0,45.0,29.0,42.0,39.0,3.0
SIPA081,Sri Rama Iron & Hardware Stores,Guntur,Vinukonda,Non-Exclusive,6629265.0,52773.0,64.05,AP,Active,367.5,37.0,14.0,25.0,13.0,27.0,26.0,26.0,33.0,13.0,27.0,40.0,26.0,26.0,27.0,25.0,25.0,27.0,24.0,14.0,24.0,13.0,13.0,25.0,24.0,27.53,12.57,12.3,12.89,24.81,12.53,11.84,11.900000000000002,15.579999999999998,12.15,12.03,14.71,25.0,25.0,25.0,25.0,25.0,25.0,22.0,40.0,40.0,25.0,25.0,25.0,25.0,30.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,30.0,24.0,30.0,30.0,20.0,20.0,24.0,20.0,20.0,15.0375,55.65000153,20.2874794,28.62284088,26.22628021,29.1593399,1.0,87.77559662,61.7045784,11.35330963,11.06223965,35.51908112,73.39504242,90.0,22.0,87.0,24.0,76.0,47.0,25.0,20.0,22.0,51.0,22.0,61.0
SIPA084,,Krishna,Kuchipudi,Non-Exclusive,6097627.0,3941.0,30.450000000000003,,,,21.0,13.0,13.0,15.0,18.0,0.0,15.0,0.0,19.0,0.0,15.0,15.0,15.0,15.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,14.0,17.0,17.0,17.0,17.0,15.0,15.0,17.0,17.0,15.0,15.0,15.0,15.0,18.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,42.06319046,5.384520054,53.95946121,24.98348045,27.42476082,1.0,20.6040802,24.20503998,24.10832024,29.47862053,29.26016045,44.36371994,46.0,37.0,47.0,38.0,36.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
SIPA086,Chinni Krishna Steel Traders,Krishna,Gudiwada,Non-Exclusive,6097627.0,,36.75,AP,Active,420.0,12.0,12.0,12.0,13.0,18.0,13.0,16.0,20.0,14.0,15.0,14.0,17.0,0.0,0.0,17.0,14.0,19.0,13.0,12.0,0.0,0.0,11.0,0.0,15.0,14.85,11.16,0.0,0.0,0.0,12.56,11.86,12.16,-0.6699999999999999,0.0,23.730000000000004,12.500000000000002,25.0,20.0,20.0,20.0,17.0,20.0,15.0,18.0,18.0,15.0,15.0,42.0,20.0,24.0,17.0,17.0,17.0,17.0,17.0,15.0,15.0,12.0,12.0,10.0,10.0,15.0,20.0,20.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,30.38945961,2.17343998,32.13735962,21.42472076,21.07180023,1.0,43.77994156,29.40068054,12.01395988,33.96519852,18.12940025,40.34968185,35.0,33.0,38.0,46.0,54.0,36.0,36.0,43.0,30.0,39.0,37.0,35.0
SIPA088,Maturi PurnaChandra Rao Sons,Krishna,Machilipatnam,Exclusive,6097627.0,69070.0,30.450000000000003,AP,Active,420.0,12.0,13.0,13.0,13.0,13.0,0.0,13.0,0.0,14.0,14.0,0.0,14.0,15.0,15.0,17.0,16.0,15.0,15.0,20.0,7.0,13.0,0.0,13.0,0.0,0.0,11.59,0.0,14.179999999999998,4.91,15.19,13.34,11.6,0.0,11.78,12.55,12.02,35.0,30.0,17.0,17.0,17.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,15.0,18.0,15.0,15.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,15.0,15.0,10.0,15.0,15.0,15.0,15.0,10.0,10.0,12.0,12.0,12.0,12.0,32.264431,16.78302956,33.63600159,21.42308044,18.11244011,1.0,37.56491852,17.45783997,21.45582008,48.48963928,20.91605949,25.90854073,47.0,32.0,33.0,66.0,40.0,23.0,22.0,43.0,24.0,22.0,22.0,29.0
SIPA094,Konakalla Steel Enterprises,Krishna,Vijayawada,Exclusive,6097627.0,141039.0,696.15,AP,Active,2100.0,102.0,127.0,123.0,133.0,129.0,111.0,117.0,116.0,0.0,101.0,39.0,128.0,34.0,73.0,101.0,117.0,118.0,104.0,81.0,105.0,100.0,63.0,81.0,159.0,209.99999999999997,151.47000000000003,139.29000000000005,131.28,134.34999999999997,204.83,171.01000000000005,149.76999999999998,153.75999999999996,72.1,54.09999999999998,91.96999999999998,90.0,100.0,100.0,110.0,110.0,110.0,110.0,144.0,144.0,140.0,140.0,120.0,110.0,120.0,100.0,110.0,110.0,100.0,110.0,100.0,130.0,100.0,100.0,90.0,100.0,130.0,200.0,150.0,150.0,150.0,200.0,110.0,150.0,150.0,150.0,150.0,28.78774071,65.68256378,75.47212219,75.70178223,74.1516037,1.0,62.69810104,61.39096069,62.1878891,67.53708649,66.00383759,90.03173828,239.0,193.0,295.0,228.0,261.0,296.0,253.0,341.0,240.0,246.0,279.0,663.0
SIPA101,Sri Lakshmi Venkata Ramana Traders,Kurnool,Allagadda,Non-Exclusive,6203936.0,108915.0,36.75,AP,Active,178.5,25.0,25.0,24.0,24.0,25.0,30.0,26.0,13.0,13.0,27.0,24.0,36.0,0.0,32.0,13.0,26.0,21.0,0.0,15.0,17.0,0.0,12.0,12.0,16.0,12.28,12.21,24.65,12.4,0.0,22.21,19.84,12.27,14.279999999999998,0.0,15.060000000000002,15.36,25.0,25.0,20.0,25.0,25.0,25.0,25.0,32.0,32.0,32.0,32.0,48.0,30.0,35.0,30.0,30.0,20.0,20.0,15.0,15.0,25.0,12.0,12.0,15.0,15.0,20.0,20.0,25.0,15.0,15.0,10.0,10.0,15.0,15.0,15.0,15.0,45.6032486,22.22142029,47.55316925,64.84938812,42.14680099,1.0,44.57265091,32.5987587,31.51770973,36.15243149,45.94586182,40.61891937,32.0,37.0,42.0,50.0,34.0,30.0,43.0,42.0,27.0,25.0,38.0,35.0
SIPA102,Sri Sadasiva Traders,Kurnool,Chagalamarri,Non-Exclusive,6203936.0,72421.0,98.7,AP,Active,126.0,26.0,25.0,24.0,26.0,24.0,25.0,26.0,25.0,12.0,24.0,24.0,26.0,25.0,30.0,23.0,31.0,35.0,33.0,31.0,30.0,12.0,10.0,23.0,31.0,20.6,29.21,0.0,25.860000000000003,11.9,20.25,25.21,11.72,20.520000000000003,14.77,20.04,14.79,25.0,25.0,25.0,25.0,25.0,25.0,25.0,31.0,31.0,31.0,31.0,25.0,30.0,35.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,20.0,20.0,24.0,15.0,15.0,15.0,46.95631027,22.98040962,27.04719925,32.23888016,37.93933868,1.0,26.64489937,35.59011841,17.59324074,32.19435883,48.47891998,41.29658127,35.0,52.0,68.0,67.0,60.0,65.0,79.0,41.0,36.0,30.0,38.0,94.0
SIPA103,SRI VENKAT MANIKYA CONSTRUCTION NEEDS,Kurnool,Dhone,Non-Exclusive,6203936.0,60960.0,49.35,AP,Active,147.0,35.0,21.0,33.0,20.0,34.0,33.0,31.0,38.0,30.0,20.0,12.0,23.0,20.0,34.0,16.0,34.0,39.0,33.0,30.0,30.0,32.0,0.0,24.0,27.0,0.0,29.42,0.0,0.0,19.29,22.42,0.0,20.29,22.14,0.0,7.739999999999999,14.38,50.0,40.0,30.0,35.0,30.0,30.0,30.0,37.0,37.0,37.0,37.0,37.0,30.0,35.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,25.0,25.0,30.0,30.0,30.0,30.0,30.0,35.0,20.0,24.0,15.0,15.0,15.0,68.58553314,26.0220108,28.71022034,38.92399979,46.13011932,1.0,34.56938934,43.04129028,17.40748024,34.03155899,47.55434036,48.77016068,63.0,62.0,95.0,79.0,68.0,73.0,66.0,45.0,42.0,40.0,45.0,47.0
SIPA104,G C S AGENCIES,Kurnool,KODUMUR,Non-Exclusive,6203936.0,103422.0,11.55,AP,Active,84.0,10.0,10.0,10.0,0.0,10.0,11.0,12.0,0.0,11.0,11.0,9.0,10.0,10.0,25.0,13.0,14.0,23.0,0.0,13.0,0.0,11.0,0.0,11.0,10.0,0.0,8.5,0.0,0.0,12.2,0.0,12.13,10.79,9.66,0.0,9.12,9.6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,12.0,10.0,12.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,10.48999977,7.245210171,9.419199944,3.849669933,8.484219551,1.0,7.665699959,12.96450043,3.721169949,20.16873932,4.226699829,21.71722031,17.0,33.0,32.0,26.0,32.0,17.0,22.0,15.0,25.0,10.0,10.0,11.0
SIPA106,SAI RAM YELUKUR IRON MART,Kurnool,Kurnool,Exclusive,6203936.0,110700.0,165.9,AP,Active,2625.0,182.0,153.0,121.0,123.0,152.0,229.0,185.0,214.0,183.0,219.0,152.0,300.0,153.0,199.0,30.0,214.0,123.0,182.0,120.0,201.0,92.0,85.0,114.0,152.0,93.45,159.88,34.959999999999994,30.72000000000001,0.0,0.0,0.0,106.13,106.5,0.0,34.48,68.97,180.0,150.0,120.0,130.0,130.0,130.0,140.0,188.0,188.0,188.0,188.0,201.0,180.0,216.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,140.0,150.0,170.0,160.0,160.0,160.0,160.0,200.0,35.0,80.0,80.0,70.0,70.0,251.8915558,178.4194336,211.8239899,224.2805786,176.949173,1.0,219.5764465,238.0597534,184.3552856,273.95758060000003,184.4994507,241.7259827,148.0,136.0,155.0,215.0,78.0,214.0,50.0,180.0,147.0,175.0,128.0,158.0
SIPA107,Sai Shakthi Agency,Kurnool,Kurnool,Exclusive,6203936.0,110700.0,97.65,AP,Active,2625.0,134.0,153.0,60.0,61.0,90.0,123.0,90.0,123.0,96.0,62.0,121.0,122.0,57.0,93.0,102.0,77.0,97.0,83.0,61.0,93.0,87.0,34.0,44.0,92.0,90.26,103.3,57.74000000000001,81.71,78.43000000000002,65.83000000000001,103.74,89.74000000000001,91.8,58.87999999999999,62.11999999999999,100.24999999999999,140.0,150.0,125.0,125.0,120.0,120.0,100.0,153.0,153.0,153.0,153.0,150.0,140.0,144.0,125.0,130.0,130.0,130.0,130.0,130.0,125.0,125.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,110.0,110.0,110.0,105.0,100.0,100.0,254.5436249,138.4944916,127.1108093,93.00305939,105.4448318,1.0,127.7897263,157.3704071,122.8645401,137.2089996,98.07958984,123.4437332,46.0,70.0,136.0,72.0,59.0,132.0,63.0,144.0,119.0,52.0,50.0,93.0
SIPA108,Sri Sai Building Materials,Kurnool,Kurnool,Exclusive,6203936.0,110700.0,69.3,AP,Active,2625.0,138.0,151.0,122.0,119.0,138.0,123.0,91.0,146.0,123.0,123.0,122.0,122.0,92.0,122.0,99.0,103.0,119.0,106.0,127.0,96.0,121.0,115.0,72.0,61.0,58.03,101.5,67.67,49.81000000000002,90.32,65.63,109.41000000000004,27.85,100.97000000000004,59.08,60.35999999999999,85.43,150.0,150.0,125.0,125.0,130.0,120.0,120.0,145.0,145.0,145.0,145.0,150.0,140.0,144.0,125.0,130.0,130.0,130.0,130.0,130.0,125.0,125.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,110.0,110.0,110.0,80.0,80.0,80.0,201.292038,215.7341309,220.6615295,211.9136047,220.5310211,1.0,187.1025391,255.0483856,187.4530487,231.2541351,198.6840973,105.1002502,101.0,152.0,112.0,129.0,142.0,106.0,120.0,143.0,142.0,84.0,92.0,66.0
SIPA109,New Balavenkatarama Traders,Kurnool,Nandikotkur,Non-Exclusive,6203936.0,83748.0,58.8,AP,Active,147.0,35.0,25.0,25.0,26.0,25.0,25.0,25.0,46.0,0.0,41.0,26.0,31.0,30.0,32.0,29.0,51.0,31.0,30.0,30.0,30.0,30.0,21.0,30.0,27.0,30.33,30.85,23.59,0.0,0.0,34.4,0.0,0.0,24.78,24.94,15.120000000000001,15.320000000000004,25.0,25.0,25.0,25.0,25.0,25.0,25.0,33.0,33.0,33.0,33.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,35.0,20.0,24.0,15.0,15.0,15.0,52.32580185,98.44980621,127.8438568,117.0190582,110.6082916,1.0,111.4650726,125.5478134,98.08551025,136.6026611,105.4027023,46.18907928,49.0,61.0,60.0,64.0,59.0,62.0,54.0,57.0,75.0,65.0,36.0,56.0
